# Description:
#    Intra-molecular correlation functions (form factors) for a copolymer in a
#    vaccuum with athermal, hard-sphere interactions for A-A and A-B and
#    attractive B-B interactions.These data were calculated from MD simulations
#    using the Debye method.
# 
# Source:
#   Coarse Grained MD Simulation
#
# Chain Length: 24
# Sequence: A*12 + B*12 
# bond types: harmonic
# bond_r0: 1.0
# bond_k: 50
# AA interactions: WCA
# sigma_AA = 1.0d
# epsilon_AA = 1.0e
# AB interactions: WCA
# sigma_AB = 1.0d
# epsilon_AB = 1.0e
# BB interactions: LJ
# sigma_BB = 1.0d
# epsilon_BB = 0.25e
# dr: 0.1 d
# dk: 0.031 d^-1
# length: 1024
# Omega Pair: A-B
# 
#k        Omega(k)
# 
2.91456    -0.00944132
2.94524    -0.00912894
2.97592    -0.00881289
3.0066     -0.00849616
3.03728    -0.00818231
3.06796    -0.00787504
3.09864    -0.00757854
3.12932    -0.00729677
3.16       -0.0070337
3.19068    -0.00679256
3.22136    -0.00657607
3.25204    -0.00638617
3.28272    -0.00622395
3.3134     -0.00608917
3.34408    -0.00598105
3.37476    -0.00589778
3.40544    -0.00583662
3.43612    -0.00579443
3.4668     -0.00576769
3.49748    -0.00575266
3.52816    -0.00574588
3.55884    -0.0057439
3.58951    -0.00574402
3.62019    -0.00574391
3.65087    -0.00574192
3.68155    -0.00573712
3.71223    -0.0057292
3.74291    -0.00571817
3.77359    -0.00570474
3.80427    -0.00568972
3.83495    -0.00567417
3.86563    -0.00565919
3.89631    -0.00564572
3.92699    -0.00563462
3.95767    -0.00562636
3.98835    -0.00562135
4.01903    -0.00561949
4.04971    -0.00562065
4.08039    -0.00562421
4.11107    -0.00562961
4.14175    -0.00563608
4.17243    -0.00564271
4.20311    -0.00564874
4.23379    -0.0056534
4.26447    -0.00565605
4.29515    -0.0056562
4.32583    -0.00565338
4.35651    -0.00564756
4.38719    -0.00563867
4.41786    -0.0056269
4.44854    -0.00561253
4.47922    -0.00559603
4.5099     -0.0055779
4.54058    -0.00555865
4.57126    -0.0055389
4.60194    -0.00551911
4.63262    -0.00549974
4.6633     -0.00548121
4.69398    -0.00546361
4.72466    -0.00544695
4.75534    -0.00543113
4.78602    -0.00541579
4.8167     -0.00540035
4.84738    -0.00538407
4.87806    -0.00536626
4.90874    -0.00534587
4.93942    -0.0053219
4.9701     -0.00529344
5.00078    -0.00525945
5.03146    -0.00521907
5.06214    -0.00517161
5.09282    -0.00511643
5.1235     -0.00505329
5.15418    -0.00498201
5.18485    -0.00490271
5.21553    -0.00481572
5.24621    -0.00472161
5.27689    -0.00462129
5.30757    -0.00451559
5.33825    -0.00440578
5.36893    -0.00429303
5.39961    -0.00417868
5.43029    -0.00406404
5.46097    -0.00395036
5.49165    -0.0038388
5.52233    -0.00373024
5.55301    -0.00362534
5.58369    -0.00352456
5.61437    -0.00342784
5.64505    -0.00333482
5.67573    -0.00324463
5.70641    -0.00315603
5.73709    -0.00306736
5.76777    -0.00297665
5.79845    -0.00288169
5.82913    -0.00278007
5.85981    -0.00266947
5.89049    -0.00254762
5.92117    -0.00241263
5.95185    -0.00226295
5.98252    -0.00209762
6.0132     -0.00191631
6.04388    -0.00171943
6.07456    -0.00150804
6.10524    -0.00128387
6.13592    -0.00104924
6.1666     -0.000806898
6.19728    -0.000559871
6.22796    -0.000311281
6.25864    -6.41428e-05
6.28932    0.000178807
6.32       0.000415288
6.35068    0.000643587
6.38136    0.000862626
6.41204    0.00107201
6.44272    0.001272
6.4734     0.00146342
6.50408    0.00164755
6.53476    0.00182601
6.56544    0.00200054
6.59612    0.00217297
6.6268     0.0023449
6.65748    0.0025178
6.68816    0.00269275
6.71884    0.00287048
6.74952    0.00305144
6.78019    0.00323568
6.81087    0.00342311
6.84155    0.0036133
6.87223    0.00380599
6.90291    0.00400064
6.93359    0.00419685
6.96427    0.00439433
6.99495    0.00459278
7.02563    0.00479186
7.05631    0.00499132
7.08699    0.00519062
7.11767    0.0053892
7.14835    0.0055861
7.17903    0.0057801
7.20971    0.00596961
7.24039    0.00615268
7.27107    0.0063272
7.30175    0.00649065
7.33243    0.00664065
7.36311    0.0067747
7.39379    0.00689066
7.42447    0.00698671
7.45515    0.00706152
7.48583    0.00711426
7.51651    0.00714478
7.54719    0.00715354
7.57787    0.00714167
7.60854    0.00711073
7.63922    0.00706258
7.6699     0.00699948
7.70058    0.00692357
7.73126    0.00683691
7.76194    0.0067415
7.79262    0.00663863
7.8233     0.00652947
7.85398    0.00641461
7.88466    0.00629424
7.91534    0.00616812
7.94602    0.00603576
7.9767     0.00589651
8.00738    0.0057498
8.03806    0.0055951
8.06874    0.00543212
8.09942    0.00526101
8.1301     0.00508213
8.16078    0.00489643
8.19146    0.00470516
8.22214    0.0045098
8.25282    0.00431225
8.2835     0.00411433
8.31418    0.00391779
8.34486    0.00372433
8.37554    0.00353533
8.40621    0.00335174
8.43689    0.00317409
8.46757    0.00300243
8.49825    0.00283628
8.52893    0.00267482
8.55961    0.00251682
8.59029    0.00236082
8.62097    0.00220526
8.65165    0.00204852
8.68233    0.00188922
8.71301    0.00172607
8.74369    0.00155826
8.77437    0.00138525
8.80505    0.00120705
8.83573    0.00102405
8.86641    0.000837091
8.89709    0.00064737
8.92777    0.000456371
8.95845    0.000265805
8.98913    7.74588e-05
9.01981    -0.000106868
9.05049    -0.000285485
9.08117    -0.000456894
9.11185    -0.000619882
9.14253    -0.000773552
9.17321    -0.000917391
9.20388    -0.00105121
9.23456    -0.00117521
9.26524    -0.0012899
9.29592    -0.00139602
9.3266     -0.00149451
9.35728    -0.0015864
9.38796    -0.00167271
9.41864    -0.00175443
9.44932    -0.00183239
9.48       -0.00190719
9.51068    -0.00197921
9.54136    -0.00204857
9.57204    -0.00211515
9.60272    -0.00217858
9.6334     -0.00223834
9.66408    -0.00229384
9.69476    -0.00234441
9.72544    -0.00238948
9.75612    -0.00242863
9.7868     -0.00246161
9.81748    -0.00248847
9.84816    -0.00250956
9.87884    -0.00252546
9.90952    -0.00253709
9.9402     -0.00254558
9.97087    -0.00255215
10.0016    -0.00255815
10.0322    -0.00256492
10.0629    -0.00257366
10.0936    -0.00258536
10.1243    -0.0026008
10.155     -0.00262041
10.1856    -0.00264428
10.2163    -0.00267217
10.247     -0.00270358
10.2777    -0.00273773
10.3084    -0.00277375
10.339     -0.00281054
10.3697    -0.00284715
10.4004    -0.00288264
10.4311    -0.00291621
10.4617    -0.00294737
10.4924    -0.00297573
10.5231    -0.00300125
10.5538    -0.00302411
10.5845    -0.00304469
10.6151    -0.00306344
10.6458    -0.00308095
10.6765    -0.00309779
10.7072    -0.00311444
10.7379    -0.00313129
10.7685    -0.00314851
10.7992    -0.00316598
10.8299    -0.00318345
10.8606    -0.00320041
10.8913    -0.0032161
10.9219    -0.00322962
10.9526    -0.00323998
10.9833    -0.00324619
11.014     -0.00324722
11.0447    -0.00324219
11.0753    -0.00323044
11.106     -0.00321147
11.1367    -0.00318521
11.1674    -0.00315172
11.1981    -0.0031115
11.2287    -0.00306536
11.2594    -0.00301435
11.2901    -0.00295979
11.3208    -0.00290314
11.3515    -0.00284599
11.3821    -0.00278983
11.4128    -0.00273617
11.4435    -0.00268629
11.4742    -0.00264118
11.5049    -0.00260153
11.5355    -0.00256769
11.5662    -0.00253948
11.5969    -0.0025164
11.6276    -0.00249748
11.6583    -0.00248151
11.6889    -0.00246691
11.7196    -0.00245194
11.7503    -0.00243484
11.781     -0.00241383
11.8117    -0.00238723
11.8423    -0.00235362
11.873     -0.0023119
11.9037    -0.00226124
11.9344    -0.00220127
11.965     -0.0021319
11.9957    -0.00205344
12.0264    -0.00196644
12.0571    -0.00187156
12.0878    -0.00176971
12.1184    -0.00166169
12.1491    -0.00154829
12.1798    -0.00143015
12.2105    -0.00130773
12.2412    -0.00118129
12.2718    -0.00105087
12.3025    -0.000916381
12.3332    -0.000777595
12.3639    -0.000634259
12.3946    -0.000486161
12.4252    -0.000333202
12.4559    -0.000175481
12.4866    -1.33321e-05
12.5173    0.000152625
12.548     0.000321484
12.5786    0.000492084
12.6093    0.000663013
12.64      0.000832694
12.6707    0.000999447
12.7014    0.00116159
12.732     0.00131747
12.7627    0.0014656
12.7934    0.00160464
12.8241    0.00173351
12.8548    0.00185142
12.8854    0.00195777
12.9161    0.00205229
12.9468    0.00213491
12.9775    0.00220585
13.0082    0.00226545
13.0388    0.00231428
13.0695    0.00235301
13.1002    0.0023825
13.1309    0.0024037
13.1616    0.00241769
13.1922    0.00242565
13.2229    0.00242889
13.2536    0.00242872
13.2843    0.00242661
13.315     0.00242395
13.3456    0.00242217
13.3763    0.00242256
13.407     0.00242632
13.4377    0.0024344
13.4684    0.00244754
13.499     0.00246606
13.5297    0.00249016
13.5604    0.00251949
13.5911    0.00255353
13.6217    0.00259144
13.6524    0.00263214
13.6831    0.00267447
13.7138    0.00271714
13.7445    0.00275892
13.7751    0.00279864
13.8058    0.00283533
13.8365    0.00286816
13.8672    0.00289656
13.8979    0.0029202
13.9285    0.00293896
13.9592    0.00295277
13.9899    0.00296177
14.0206    0.0029662
14.0513    0.00296614
14.0819    0.00296181
14.1126    0.0029532
14.1433    0.00294037
14.174     0.00292308
14.2047    0.00290118
14.2353    0.0028744
14.266     0.00284248
14.2967    0.00280519
14.3274    0.00276234
14.3581    0.00271394
14.3887    0.00266005
14.4194    0.00260089
14.4501    0.00253688
14.4808    0.0024685
14.5115    0.00239641
14.5421    0.00232133
14.5728    0.00224398
14.6035    0.00216515
14.6342    0.00208556
14.6649    0.00200591
14.6955    0.00192683
14.7262    0.00184883
14.7569    0.00177231
14.7876    0.00169764
14.8183    0.00162497
14.8489    0.00155447
14.8796    0.00148609
14.9103    0.00141971
14.941     0.0013551
14.9717    0.00129192
15.0023    0.0012297
15.033     0.00116787
15.0637    0.00110578
15.0944    0.00104273
15.1251    0.00097795
15.1557    0.000910724
15.1864    0.000840375
15.2171    0.000766326
15.2478    0.000688156
15.2784    0.00060564
15.3091    0.000518767
15.3398    0.000427775
15.3705    0.000333137
15.4012    0.000235549
15.4318    0.000135902
15.4625    3.52377e-05
15.4932    -6.53219e-05
15.5239    -0.000164628
15.5546    -0.000261563
15.5852    -0.000355123
15.6159    -0.000444439
15.6466    -0.000528836
15.6773    -0.000607846
15.708     -0.000681228
15.7386    -0.000748953
15.7693    -0.00081118
15.8       -0.000868241
15.8307    -0.000920614
15.8614    -0.000968865
15.892     -0.00101362
15.9227    -0.00105554
15.9534    -0.0010953
15.9841    -0.00113355
16.0148    -0.0011709
16.0454    -0.00120789
16.0761    -0.00124501
16.1068    -0.00128267
16.1375    -0.00132115
16.1682    -0.00136069
16.1988    -0.00140134
16.2295    -0.00144305
16.2602    -0.00148563
16.2909    -0.00152876
16.3216    -0.00157197
16.3522    -0.00161471
16.3829    -0.00165627
16.4136    -0.00169597
16.4443    -0.00173306
16.475     -0.00176683
16.5056    -0.00179666
16.5363    -0.00182206
16.567     -0.00184267
16.5977    -0.00185841
16.6284    -0.00186932
16.659     -0.00187568
16.6897    -0.00187795
16.7204    -0.00187676
16.7511    -0.00187286
16.7817    -0.001867
16.8124    -0.00186003
16.8431    -0.00185268
16.8738    -0.00184556
16.9045    -0.00183923
16.9351    -0.00183398
16.9658    -0.00183002
16.9965    -0.0018273
17.0272    -0.00182571
17.0579    -0.00182495
17.0885    -0.00182466
17.1192    -0.00182449
17.1499    -0.00182401
17.1806    -0.0018229
17.2113    -0.00182086
17.2419    -0.00181769
17.2726    -0.00181334
17.3033    -0.00180776
17.334     -0.00180108
17.3647    -0.00179342
17.3953    -0.001785
17.426     -0.00177598
17.4567    -0.00176658
17.4874    -0.00175692
17.5181    -0.0017471
17.5487    -0.00173712
17.5794    -0.00172693
17.6101    -0.00171642
17.6408    -0.00170539
17.6715    -0.00169367
17.7021    -0.00168098
17.7328    -0.00166711
17.7635    -0.00165185
17.7942    -0.00163502
17.8249    -0.00161647
17.8555    -0.00159616
17.8862    -0.00157403
17.9169    -0.00155016
17.9476    -0.00152454
17.9783    -0.00149729
18.0089    -0.00146847
18.0396    -0.00143811
18.0703    -0.00140629
18.101     -0.00137297
18.1317    -0.00133804
18.1623    -0.00130144
18.193     -0.001263
18.2237    -0.00122254
18.2544    -0.00117987
18.2851    -0.00113483
18.3157    -0.00108731
18.3464    -0.0010372
18.3771    -0.000984558
18.4078    -0.000929456
18.4384    -0.000872089
18.4691    -0.000812741
18.4998    -0.000751751
18.5305    -0.000689492
18.5612    -0.000626362
18.5918    -0.000562735
18.6225    -0.000498923
18.6532    -0.000435169
18.6839    -0.000371589
18.7146    -0.000308187
18.7452    -0.000244847
18.7759    -0.00018135
18.8066    -0.000117368
18.8373    -5.25386e-05
18.868     1.35319e-05
18.8986    8.11994e-05
18.9293    0.000150758
18.96      0.000222384
18.9907    0.000296122
19.0214    0.000371853
19.052     0.000449286
19.0827    0.000527992
19.1134    0.000607385
19.1441    0.000686767
19.1748    0.000765385
19.2054    0.000842455
19.2361    0.000917201
19.2668    0.000988947
19.2975    0.00105708
19.3282    0.00112114
19.3588    0.0011808
19.3895    0.00123591
19.4202    0.00128648
19.4509    0.00133264
19.4816    0.00137467
19.5122    0.00141297
19.5429    0.00144796
19.5736    0.00148019
19.6043    0.00151015
19.635     0.00153841
19.6656    0.00156542
19.6963    0.00159169
19.727     0.00161761
19.7577    0.00164351
19.7884    0.00166966
19.819     0.00169623
19.8497    0.00172331
19.8804    0.0017509
19.9111    0.00177886
19.9417    0.00180704
19.9724    0.00183511
20.0031    0.00186271
20.0338    0.00188939
20.0645    0.00191463
20.0951    0.00193787
20.1258    0.00195853
20.1565    0.00197603
20.1872    0.00198985
20.2179    0.00199949
20.2485    0.00200455
20.2792    0.00200476
20.3099    0.0019999
20.3406    0.00199003
20.3713    0.00197524
20.4019    0.00195582
20.4326    0.00193217
20.4633    0.0019048
20.494     0.00187438
20.5247    0.00184156
20.5553    0.00180706
20.586     0.0017716
20.6167    0.00173583
20.6474    0.00170036
20.6781    0.00166564
20.7087    0.00163203
20.7394    0.00159974
20.7701    0.0015688
20.8008    0.00153913
20.8315    0.00151044
20.8621    0.0014824
20.8928    0.00145452
20.9235    0.00142622
20.9542    0.00139697
20.9849    0.00136614
21.0155    0.00133321
21.0462    0.00129768
21.0769    0.00125915
21.1076    0.00121734
21.1383    0.00117208
21.1689    0.00112336
21.1996    0.00107125
21.2303    0.00101596
21.261     0.000957822
21.2917    0.000897231
21.3223    0.000834643
21.353     0.000770558
21.3837    0.0007055
21.4144    0.000639971
21.4451    0.000574467
21.4757    0.000509432
21.5064    0.000445261
21.5371    0.000382289
21.5678    0.000320784
21.5984    0.000260944
21.6291    0.000202891
21.6598    0.000146679
21.6905    9.22919e-05
21.7212    3.96416e-05
21.7518    -1.14149e-05
21.7825    -6.1084e-05
21.8132    -0.000109609
21.8439    -0.000157272
21.8746    -0.000204371
21.9052    -0.0002512
21.9359    -0.000298046
21.9666    -0.00034515
21.9973    -0.000392692
22.028     -0.000440777
22.0586    -0.000489406
22.0893    -0.000538475
22.12      -0.00058776
22.1507    -0.000636928
22.1814    -0.000685529
22.212     -0.000733018
22.2427    -0.000778785
22.2734    -0.000822179
22.3041    -0.000862546
22.3348    -0.000899251
22.3654    -0.000931738
22.3961    -0.000959548
22.4268    -0.000982362
22.4575    -0.00100001
22.4882    -0.00101251
22.5188    -0.00102004
22.5495    -0.00102299
22.5802    -0.00102187
22.6109    -0.00101736
22.6416    -0.00101026
22.6722    -0.00100142
22.7029    -0.000991731
22.7336    -0.000982075
22.7643    -0.000973296
22.795     -0.000966124
22.8256    -0.000961181
22.8563    -0.000958967
22.887     -0.000959766
22.9177    -0.000963721
22.9484    -0.000970804
22.979     -0.000980791
23.0097    -0.000993346
23.0404    -0.00100799
23.0711    -0.00102417
23.1017    -0.00104126
23.1324    -0.00105863
23.1631    -0.00107567
23.1938    -0.00109186
23.2245    -0.0011067
23.2551    -0.00111983
23.2858    -0.00113105
23.3165    -0.00114029
23.3472    -0.00114759
23.3779    -0.0011532
23.4085    -0.00115741
23.4392    -0.0011607
23.4699    -0.00116359
23.5006    -0.00116664
23.5313    -0.00117044
23.5619    -0.00117557
23.5926    -0.00118253
23.6233    -0.00119175
23.654     -0.00120353
23.6847    -0.00121802
23.7153    -0.0012352
23.746     -0.00125487
23.7767    -0.00127668
23.8074    -0.00130006
23.8381    -0.00132427
23.8687    -0.00134846
23.8994    -0.00137165
23.9301    -0.00139276
23.9608    -0.00141074
23.9915    -0.00142451
24.0221    -0.00143307
24.0528    -0.00143554
24.0835    -0.00143119
24.1142    -0.00141954
24.1449    -0.00140028
24.1755    -0.0013734
24.2062    -0.00133912
24.2369    -0.00129793
24.2676    -0.00125051
24.2983    -0.00119777
24.3289    -0.00114074
24.3596    -0.00108054
24.3903    -0.00101833
24.421     -0.000955225
24.4517    -0.000892263
24.4823    -0.000830358
24.513     -0.000770233
24.5437    -0.000712419
24.5744    -0.00065725
24.6051    -0.000604833
24.6357    -0.000555133
24.6664    -0.000507918
24.6971    -0.000462864
24.7278    -0.00041958
24.7584    -0.00037763
24.7891    -0.000336615
24.8198    -0.000296184
24.8505    -0.000256058
24.8812    -0.000216071
24.9118    -0.000176145
24.9425    -0.000136309
24.9732    -9.66702e-05
25.0039    -5.73953e-05
25.0346    -1.86738e-05
25.0652    1.92962e-05
25.0959    5.63397e-05
25.1266    9.23423e-05
25.1573    0.000127244
25.188     0.000161056
25.2186    0.000193866
25.2493    0.000225818
25.28      0.000257109
25.3107    0.000287957
25.3414    0.000318589
25.372     0.00034922
25.4027    0.00038002
25.4334    0.000411115
25.4641    0.000442578
25.4948    0.00047441
25.5254    0.000506568
25.5561    0.000538952
25.5868    0.000571466
25.6175    0.000603951
25.6482    0.000636294
25.6788    0.000668391
25.7095    0.000700178
25.7402    0.00073162
25.7709    0.000762746
25.8016    0.000793612
25.8322    0.000824318
25.8629    0.000854991
25.8936    0.000885722
25.9243    0.000916628
25.955     0.000947795
25.9856    0.000979253
26.0163    0.00101097
26.047     0.00104285
26.0777    0.00107478
26.1084    0.00110649
26.139     0.00113773
26.1697    0.0011682
26.2004    0.00119752
26.2311    0.00122531
26.2618    0.00125119
26.2924    0.0012748
26.3231    0.00129574
26.3538    0.00131368
26.3845    0.00132831
26.4151    0.00133935
26.4458    0.00134659
26.4765    0.00134984
26.5072    0.00134896
26.5379    0.00134389
26.5685    0.00133463
26.5992    0.00132122
26.6299    0.0013038
26.6606    0.00128259
26.6913    0.00125787
26.7219    0.00123003
26.7526    0.00119952
26.7833    0.00116688
26.814     0.0011327
26.8447    0.00109764
26.8753    0.00106237
26.906     0.00102758
26.9367    0.000993934
26.9674    0.000962086
26.9981    0.000932571
27.0287    0.000905858
27.0594    0.00088232
27.0901    0.000862174
27.1208    0.000845519
27.1515    0.000832301
27.1821    0.000822374
27.2128    0.000815393
27.2435    0.00081099
27.2742    0.000808661
27.3049    0.000807856
27.3355    0.000807996
27.3662    0.0008085
27.3969    0.000808788
27.4276    0.000808336
27.4583    0.000806678
27.4889    0.00080341
27.5196    0.000798213
27.5503    0.000790848
27.581     0.000781159
27.6117    0.000769046
27.6423    0.000754485
27.673     0.000737494
27.7037    0.000718121
27.7344    0.000696448
27.7651    0.000672554
27.7957    0.000646527
27.8264    0.000618457
27.8571    0.000588416
27.8878    0.00055648
27.9184    0.000522722
27.9491    0.000487205
27.9798    0.000450008
28.0105    0.000411213
28.0412    0.000370924
28.0718    0.000329247
28.1025    0.000286301
28.1332    0.000242218
28.1639    0.000197128
28.1946    0.000151157
28.2252    0.000104423
28.2559    5.70266e-05
28.2866    9.04763e-06
28.3173    -3.94469e-05
28.348     -8.84071e-05
28.3786    -0.000137776
28.4093    -0.000187493
28.44      -0.000237475
28.4707    -0.000287588
28.5014    -0.000337644
28.532     -0.000387381
28.5627    -0.000436467
28.5934    -0.00048449
28.6241    -0.000530974
28.6548    -0.000575389
28.6854    -0.000617192
28.7161    -0.000655833
28.7468    -0.000690816
28.7775    -0.00072173
28.8082    -0.000748259
28.8388    -0.000770242
28.8695    -0.000787671
28.9002    -0.000800702
28.9309    -0.000809664
28.9616    -0.000815023
28.9922    -0.000817374
29.0229    -0.000817375
29.0536    -0.00081574
29.0843    -0.000813176
29.115     -0.000810351
29.1456    -0.000807858
29.1763    -0.00080618
29.207     -0.000805701
29.2377    -0.000806665
29.2684    -0.000809231
29.299     -0.00081345
29.3297    -0.000819322
29.3604    -0.000826776
29.3911    -0.000835756
29.4218    -0.000846187
29.4524    -0.000858016
29.4831    -0.00087121
29.5138    -0.000885741
29.5445    -0.000901583
29.5751    -0.000918691
29.6058    -0.000936981
29.6365    -0.000956305
29.6672    -0.000976424
29.6979    -0.000997
29.7285    -0.00101763
29.7592    -0.00103778
29.7899    -0.00105689
29.8206    -0.00107439
29.8513    -0.00108966
29.8819    -0.00110219
29.9126    -0.00111151
29.9433    -0.00111729
29.974     -0.00111937
30.0047    -0.0011177
30.0353    -0.00111244
30.066     -0.00110385
30.0967    -0.00109235
30.1274    -0.00107841
30.1581    -0.00106253
30.1887    -0.00104521
30.2194    -0.00102694
30.2501    -0.00100808
30.2808    -0.000988902
30.3115    -0.000969579
30.3421    -0.000950148
30.3728    -0.000930559
30.4035    -0.0009107
30.4342    -0.000890389
30.4649    -0.000869449
30.4955    -0.000847708
30.5262    -0.000825072
30.5569    -0.000801495
30.5876    -0.000777001
30.6183    -0.000751697
30.6489    -0.000725756
30.6796    -0.00069938
30.7103    -0.000672803
30.741     -0.000646215
30.7717    -0.000619777
30.8023    -0.000593562
30.833     -0.000567557
30.8637    -0.000541648
30.8944    -0.000515617
30.9251    -0.000489148
30.9557    -0.000461869
30.9864    -0.000433372
31.0171    -0.000403236
31.0478    -0.000371087
31.0785    -0.000336618
31.1091    -0.000299637
31.1398    -0.000260065
31.1705    -0.000217989
31.2012    -0.000173631
31.2318    -0.000127366
31.2625    -7.97013e-05
31.2932    -3.12417e-05
31.3239    1.73364e-05
31.3546    6.53184e-05
31.3852    0.000111991
31.4159    0.000156686
