# Description:
#   Normalized structure factor for block copolymer solution
#
# Source:
#   Lyubimov, I.; Jeltran-Villegas, D.J.; Jayaraman, A; PRISM Theory Study of
#   Amphiphilic Block Copolymer Solutions with Varying Copolymer Sequence and
#   Composition, Macromolecules, 2017, 50 (18), pp7419,
#   doi:10.1021/acs.macromol.7b01419
# 
# Figure 5
# Sk-pair: B-B
# Chain Length: 24
# Sequence: A*12 + B*12
# 
# k          S(k)
#
3.19068      0.71512944
3.2213597    0.70863055
3.2520393    0.70238904
3.2827189    0.69639978
3.3133985    0.69066031
3.3440781    0.68516535
3.3747577    0.67991042
3.4054373    0.67489276
3.436117     0.67010581
3.4667966    0.66554659
3.4974762    0.66121201
3.5281558    0.65709703
3.5588354    0.65320022
3.589515     0.64951454
3.6201947    0.64603843
3.6508743    0.64276939
3.6815539    0.639703
3.7122335    0.63683479
3.7429131    0.63416594
3.7735927    0.63169195
3.8042724    0.62941207
3.834952     0.62732171
3.8656316    0.62541913
3.8963112    0.6237092
3.9269908    0.62218629
3.9576704    0.62084946
3.98835      0.61969873
4.0190297    0.61873499
4.0497093    0.61795914
4.0803889    0.61736913
4.1110685    0.61696576
4.1417481    0.61674787
4.1724277    0.6167211
4.2031074    0.6168784
4.233787     0.61722441
4.2644666    0.61775985
4.2951462    0.61848642
4.3258258    0.61940386
4.3565054    0.62050993
4.3871851    0.62180333
4.4178647    0.62329755
4.4485443    0.62497252
4.4792239    0.6268407
4.5099035    0.62890864
4.5405831    0.6311561
4.5712627    0.63360048
4.6019424    0.63623634
4.632622     0.63906021
4.6633016    0.64207452
4.6939812    0.64528174
4.7246608    0.64867531
4.7553404    0.65226265
4.7860201    0.65603414
4.8166997    0.65999418
4.8473793    0.66414617
4.8780589    0.66848242
4.9087385    0.67300627
4.9394181    0.67771602
4.9700978    0.68260892
5.0007774    0.68768722
5.031457     0.69294607
5.0621366    0.69838663
5.0928162    0.70400496
5.1234958    0.7098001
5.1541754    0.71577001
5.1848551    0.72191264
5.2155347    0.7282289
5.2462143    0.73470948
5.2768939    0.7413542
5.3075735    0.74816182
5.3382531    0.75512799
5.3689328    0.76224835
5.3996124    0.76952363
5.430292     0.77694531
5.4609716    0.78451412
5.4916512    0.79222458
5.5223308    0.80007228
5.5530105    0.80805791
5.5836901    0.81617294
5.6143697    0.8244191
5.6450493    0.83278886
5.6757289    0.84128085
5.7064085    0.84988957
5.7370881    0.85861365
5.7677678    0.86744753
5.7984474    0.87638669
5.829127     0.88542862
5.8598066    0.89456564
5.8904862    0.90379415
5.9211658    0.91310843
5.9518455    0.92250172
5.9825251    0.93196719
6.0132047    0.94149903
6.0438843    0.95108826
6.0745639    0.9607269
6.1052435    0.97040591
6.1359232    0.9801162
6.1666028    0.98984765
6.1972824    0.99959009
6.227962     1.0093303
6.2586416    1.0190591
6.2893212    1.0287643
6.3200008    1.0384275
6.3506805    1.0480471
6.3813601    1.0576121
6.4120397    1.0670907
6.4427193    1.0764825
6.4733989    1.0857769
6.5040785    1.0949632
6.5347582    1.1040206
6.5654378    1.1129283
6.5961174    1.1216968
6.626797     1.1302951
6.6574766    1.1387235
6.6881562    1.1469617
6.7188359    1.1550101
6.7495155    1.1628381
6.7801951    1.1704464
6.8108747    1.1778356
6.8415543    1.1849754
6.8722339    1.1918666
6.9029135    1.1985101
6.9335932    1.2048759
6.9642728    1.2109753
6.9949524    1.2167992
7.025632     1.2223281
7.0563116    1.2275737
7.0869912    1.2325169
7.1176709    1.2371488
7.1483505    1.2414813
7.1790301    1.2455058
7.2097097    1.2492137
7.2403893    1.2525966
7.2710689    1.2556766
7.3017486    1.258425
7.3324282    1.2608639
7.3631078    1.2629749
7.3937874    1.2647699
7.424467     1.2662506
7.4551466    1.2674087
7.4858262    1.2682561
7.5165059    1.2687944
7.5471855    1.2690153
7.5778651    1.2689405
7.6085447    1.2685614
7.6392243    1.2678798
7.6699039    1.2669169
7.7005836    1.2656544
7.7312632    1.2641134
7.7619428    1.2623053
7.7926224    1.2602114
7.823302     1.2578628
7.8539816    1.2552504
7.8846612    1.2523854
7.9153409    1.2492787
7.9460205    1.245921
7.9767001    1.2423333
8.0073797    1.238526
8.0380593    1.2345
8.0687389    1.2302557
8.0994186    1.2258134
8.1300982    1.2211738
8.1607778    1.2163469
8.1914574    1.2113331
8.222137     1.2061524
8.2528166    1.2008048
8.2834963    1.1953103
8.3141759    1.1896588
8.3448555    1.18387
8.3755351    1.1779635
8.4062147    1.1719292
8.4368943    1.1657866
8.4675739    1.1595451
8.4982536    1.1532044
8.5289332    1.1467935
8.5596128    1.1403023
8.5902924    1.1337499
8.620972     1.1271457
8.6516516    1.1204892
8.6823313    1.1137995
8.7130109    1.1070859
8.7436905    1.1003479
8.7743701    1.0936143
8.8050497    1.0868651
8.8357293    1.0801291
8.866409     1.0734057
8.8970886    1.0666945
8.9277682    1.0600242
8.9584478    1.0533847
8.9891274    1.0467949
9.019807     1.0402445
9.0504866    1.0337624
9.0811663    1.0273286
9.1118459    1.020972
9.1425255    1.0146823
9.1732051    1.0084786
9.2038847    1.0023508
9.2345643    0.9963082
9.265244     0.9903583
9.2959236    0.98450561
9.3266032    0.97875074
9.3572828    0.97309924
9.3879624    0.96755374
9.418642     0.96211587
9.4493217    0.95678829
9.4800013    0.95157466
9.5106809    0.94647668
9.5413605    0.9414941
9.5720401    0.93663064
9.6027197    0.93188607
9.6333993    0.92726217
9.664079     0.92275975
9.6947586    0.91837961
9.7254382    0.91412159
9.7561178    0.90998554
9.7867974    0.9059723
9.817477     0.90208272
9.8481567    0.89831667
9.8788363    0.89467304
9.9095159    0.89115171
9.9401955    0.88775453
9.9708751    0.88447943
10.001555    0.8813273
10.032234    0.87829703
10.062914    0.87539054
10.093594    0.87260674
10.124273    0.86994458
10.154953    0.86740597
10.185632    0.86498987
10.216312    0.86269624
10.246992    0.86052602
10.277671    0.85847821
10.308351    0.85655179
10.339031    0.85474974
10.36971     0.85306906
10.40039     0.85150975
10.431069    0.85007481
10.461749    0.84876027
10.492429    0.84756711
10.523108    0.84649537
10.553788    0.84554403
10.584467    0.84471112
10.615147    0.84399864
10.645827    0.8434036
10.676506    0.84292798
10.707186    0.8425688
10.737866    0.84232606
10.768545    0.84219874
10.799225    0.84218486
10.829904    0.84228839
10.860584    0.84250233
10.891264    0.84282968
10.921943    0.84326944
10.952623    0.8438206
10.983302    0.84448316
11.013982    0.84525413
11.044662    0.8461375
11.075341    0.84713029
11.106021    0.84823249
11.136701    0.84944111
11.16738     0.85076117
11.19806     0.85218968
11.228739    0.85372461
11.259419    0.85536799
11.290099    0.85711981
11.320778    0.85897704
11.351458    0.86094169
11.382137    0.86301271
11.412817    0.86518808
11.443497    0.86746976
11.474176    0.86985469
11.504856    0.87234183
11.535536    0.87493212
11.566215    0.87762351
11.596895    0.88041391
11.627574    0.88330327
11.658254    0.88628953
11.688934    0.88937162
11.719613    0.89254646
11.750293    0.895814
11.780972    0.89917016
11.811652    0.90261388
11.842332    0.90614209
11.873011    0.90975374
11.903691    0.91344575
11.934371    0.91721404
11.96505     0.92105656
11.99573     0.92497224
12.026409    0.92895497
12.057089    0.93300169
12.087769    0.93711032
12.118448    0.94127776
12.149128    0.94549891
12.179807    0.94976968
12.210487    0.95408796
12.241167    0.95844763
12.271846    0.96284659
12.302526    0.96727871
12.333206    0.97174088
12.363885    0.97622897
12.394565    0.98073786
12.425244    0.98526344
12.455924    0.98979957
12.486604    0.99434415
12.517283    0.99889007
12.547963    1.0034322
12.578642    1.0079695
12.609322    1.0124918
12.640002    1.0169992
12.670681    1.0214814
12.701361    1.0259284
12.732041    1.0303502
12.76272     1.0347267
12.7934      1.0390681
12.824079    1.043354
12.854759    1.0475947
12.885439    1.0517599
12.916118    1.0558699
12.946798    1.0599146
12.977477    1.0638739
13.008157    1.067758
13.038837    1.0715568
13.069516    1.0752706
13.100196    1.0788893
13.130876    1.0824029
13.161555    1.0858218
13.192235    1.0891359
13.222914    1.0923354
13.253594    1.0954204
13.284274    1.0984012
13.314953    1.1012579
13.345633    1.1039907
13.376312    1.1066098
13.406992    1.1090953
13.437672    1.1114576
13.468351    1.1136969
13.499031    1.1158034
13.529711    1.1177773
13.56039     1.1196189
13.59107     1.1213284
13.621749    1.1229162
13.652429    1.1243623
13.683109    1.1256772
13.713788    1.1268509
13.744468    1.127904
13.775147    1.1288164
13.805827    1.1295886
13.836507    1.1302408
13.867186    1.1307532
13.897866    1.1311262
13.928546    1.1313798
13.959225    1.1314945
13.989905    1.1314805
14.020584    1.1313279
14.051264    1.1310471
14.081944    1.1306383
14.112623    1.1301016
14.143303    1.1294374
14.173982    1.1286457
14.204662    1.1277369
14.235342    1.1267011
14.266021    1.1255384
14.296701    1.1242592
14.327381    1.1228634
14.35806     1.1213613
14.38874     1.119733
14.419419    1.1180086
14.450099    1.1161682
14.480779    1.1142221
14.511458    1.1121802
14.542138    1.1100426
14.572817    1.1077995
14.603497    1.1054708
14.634177    1.1030566
14.664856    1.1005571
14.695536    1.0979821
14.726216    1.0953218
14.756895    1.0925861
14.787575    1.0897751
14.818254    1.0869087
14.848934    1.0839769
14.879614    1.0809798
14.910293    1.0779272
14.940973    1.0748192
14.971652    1.0716655
15.002332    1.0684663
15.033012    1.0652314
15.063691    1.0619508
15.094371    1.0586344
15.125051    1.0552822
15.15573     1.0519039
15.18641     1.0485095
15.217089    1.045079
15.247769    1.0416422
15.278449    1.038189
15.309128    1.0347194
15.339808    1.0312432
15.370487    1.0277503
15.401167    1.0242706
15.431847    1.020784
15.462526    1.0173004
15.493206    1.0138196
15.523886    1.0103515
15.554565    1.0068961
15.585245    1.0034532
15.615924    1.0000326
15.646604    0.99662732
15.677284    0.99324419
15.707963    0.98988611
15.738643    0.98655496
15.769322    0.98325366
15.800002    0.97998607
15.830682    0.97675313
15.861361    0.97355772
15.892041    0.97040375
15.922721    0.96729214
15.9534      0.96422679
15.98408     0.96120962
16.014759    0.95824454
16.045439    0.95533247
16.076119    0.95247831
16.106798    0.94968301
16.137478    0.94695046
16.168158    0.9442836
16.198837    0.94168336
16.229517    0.93915367
16.260196    0.93669645
16.290876    0.93431464
16.321556    0.93200918
16.352235    0.92978301
16.382915    0.92763908
16.413594    0.92557734
16.444274    0.92359973
16.474954    0.92170921
16.505633    0.91990375
16.536313    0.91818729
16.566993    0.91655881
16.597672    0.91501926
16.628352    0.91356962
16.659031    0.91220885
16.689711    0.91093793
16.720391    0.90975583
16.75107     0.90866153
16.78175     0.907657
16.812429    0.90673922
16.843109    0.90590918
16.873789    0.90516584
16.904468    0.9045072
16.935148    0.90393224
16.965828    0.90344293
16.996507    0.90303526
17.027187    0.90271021
17.057866    0.90246676
17.088546    0.90230289
17.119226    0.90221959
17.149905    0.90221582
17.180585    0.90229057
17.211264    0.90244381
17.241944    0.90267453
17.272624    0.9029827
17.303303    0.9033673
17.333983    0.9038293
17.364663    0.90436769
17.395342    0.90498243
17.426022    0.9056725
17.456701    0.90643889
17.487381    0.90728158
17.518061    0.90819853
17.54874     0.90919174
17.57942     0.91025819
17.610099    0.91139985
17.640779    0.91261571
17.671459    0.91390374
17.702138    0.91526594
17.732818    0.91669928
17.763498    0.91820474
17.794177    0.91978029
17.824857    0.92142491
17.855536    0.92313658
17.886216    0.92491626
17.916896    0.92676193
17.947575    0.92866954
17.978255    0.93064008
18.008934    0.9326705
18.039614    0.93475876
18.070294    0.93690383
18.100973    0.93910267
18.131653    0.94135325
18.162333    0.94365252
18.193012    0.94599945
18.223692    0.94839
18.254371    0.95082314
18.285051    0.95329482
18.315731    0.95580202
18.34641     0.9583447
18.37709     0.96091681
18.407769    0.96351833
18.438449    0.96614522
18.469129    0.96879544
18.499808    0.97146595
18.530488    0.97415473
18.561168    0.97685873
18.591847    0.97957593
18.622527    0.98230228
18.653206    0.98503675
18.683886    0.98777733
18.714566    0.99052098
18.745245    0.99326567
18.775925    0.99600838
18.806604    0.99874708
18.837284    1.0014808
18.867964    1.0042054
18.898643    1.006919
18.929323    1.0096205
18.960003    1.0123099
18.990682    1.0149773
19.021362    1.0176325
19.052041    1.0202657
19.082721    1.0228667
19.113401    1.0254456
19.14408     1.0280024
19.17476     1.0305271
19.205439    1.0330198
19.236119    1.0354703
19.266799    1.0378889
19.297478    1.0402754
19.328158    1.0426099
19.358838    1.0449125
19.389517    1.0471632
19.420197    1.0493619
19.450876    1.0515189
19.481556    1.053614
19.512236    1.0556674
19.542915    1.0576592
19.573595    1.0595893
19.604274    1.0614678
19.634954    1.0632848
19.665634    1.0650303
19.696313    1.0667145
19.726993    1.0683273
19.757673    1.0698689
19.788352    1.0713393
19.819032    1.0727385
19.849711    1.0740668
19.880391    1.0753141
19.911071    1.0764905
19.94175     1.0775761
19.97243     1.0785911
20.003109    1.0795154
20.033789    1.0803592
20.064469    1.0811225
20.095148    1.0817956
20.125828    1.0823884
20.156508    1.082891
20.187187    1.0833136
20.217867    1.0836463
20.248546    1.083889
20.279226    1.0840521
20.309906    1.0841154
20.340585    1.0841092
20.371265    1.0840035
20.401944    1.0838284
20.432624    1.083554
20.463304    1.0832104
20.493983    1.0827776
20.524663    1.0822657
20.555343    1.0816748
20.586022    1.081005
20.616702    1.0802563
20.647381    1.0794289
20.678061    1.0785327
20.708741    1.0775679
20.73942     1.0765244
20.7701      1.0754125
20.800779    1.074232
20.831459    1.0729831
20.862139    1.0716659
20.892818    1.0702903
20.923498    1.0688465
20.954178    1.0673443
20.984857    1.065784
21.015537    1.0641655
21.046216    1.0624888
21.076896    1.060754
21.107576    1.0589711
21.138255    1.05713
21.168935    1.0552409
21.199614    1.0533137
21.230294    1.0513384
21.260974    1.0493151
21.291653    1.0472537
21.322333    1.0451542
21.353013    1.0430166
21.383692    1.0408509
21.414372    1.0386471
21.445051    1.0364251
21.475731    1.034175
21.506411    1.0318968
21.53709     1.0296003
21.56777     1.0272956
21.598449    1.0249727
21.629129    1.0226314
21.659809    1.0202919
21.690488    1.0179439
21.721168    1.0155876
21.751848    1.0132428
21.782527    1.0108896
21.813207    1.0085479
21.843886    1.0062076
21.874566    1.0038788
21.905246    1.0015613
21.935925    0.99926518
21.966605    0.99697439
21.997284    0.99470585
22.027964    0.99245655
22.058644    0.99022844
22.089323    0.98802448
22.120003    0.98584465
22.150683    0.98369089
22.181362    0.98156518
22.212042    0.97946846
22.242721    0.97740271
22.273401    0.97536788
22.304081    0.97336594
22.33476     0.97139884
22.36544     0.96946655
22.39612     0.96757103
22.426799    0.96571225
22.457479    0.96389217
22.488158    0.96211174
22.518838    0.96037294
22.549518    0.95867474
22.580197    0.95701909
22.610877    0.95540796
22.641556    0.95384132
22.672236    0.95232015
22.702916    0.95084739
22.733595    0.94942204
22.764275    0.94804605
22.794955    0.9467204
22.825634    0.94544705
22.856314    0.94422598
22.886993    0.94305917
22.917673    0.94194758
22.948353    0.94089319
22.979032    0.93989497
23.009712    0.9389559
23.040391    0.93807695
23.071071    0.93725811
23.101751    0.93650134
23.13243     0.93580762
23.16311     0.93517594
23.19379     0.93460927
23.224469    0.93410659
23.255149    0.93366888
23.285828    0.93329613
23.316508    0.93299031
23.347188    0.9327494
23.377867    0.93257339
23.408547    0.93246227
23.439226    0.932417
23.469906    0.93243559
23.500586    0.932519
23.531265    0.93266523
23.561945    0.93287425
23.592625    0.93314406
23.623304    0.93347563
23.653984    0.93386594
23.684663    0.93431599
23.715343    0.93482274
23.746023    0.93538717
23.776702    0.93600628
23.807382    0.93667904
23.838061    0.93740542
23.868741    0.93818541
23.899421    0.93901499
23.9301      0.93989513
23.96078     0.94082381
23.99146     0.94180101
24.022139    0.94282472
24.052819    0.9438939
24.083498    0.94500854
24.114178    0.94616661
24.144858    0.94736811
24.175537    0.94861
24.206217    0.94989427
24.236896    0.9512169
24.267576    0.95257886
24.298256    0.95397713
24.328935    0.95541169
24.359615    0.95688052
24.390295    0.9583836
24.420974    0.9599189
24.451654    0.9614844
24.482333    0.96308008
24.513013    0.96470291
24.543693    0.96635287
24.574372    0.96802894
24.605052    0.96972811
24.635731    0.97144934
24.666411    0.97319163
24.697091    0.97495395
24.72777     0.97673428
24.75845     0.97853161
24.78913     0.98034493
24.819809    0.98217221
24.850489    0.98401245
24.881168    0.98586462
24.911848    0.98772771
24.942528    0.9895987
24.973207    0.99147859
25.003887    0.99336335
25.034566    0.99525397
25.065246    0.99714844
25.095926    0.99904474
25.126605    1.0009409
25.157285    1.0028408
25.187965    1.0047285
25.218644    1.0066151
25.249324    1.0085004
25.280003    1.0103745
25.310683    1.0122374
25.341363    1.014089
25.372042    1.0159295
25.402722    1.0177487
25.433401    1.0195466
25.464081    1.0213334
25.494761    1.0230889
25.52544     1.0248232
25.55612     1.0265364
25.5868      1.0282083
25.617479    1.0298591
25.648159    1.0314787
25.678838    1.0330572
25.709518    1.0346045
25.740198    1.0361108
25.770877    1.0375859
25.801557    1.0390101
25.832236    1.0403931
25.862916    1.0417352
25.893596    1.0430364
25.924275    1.0442865
25.954955    1.0454858
25.985635    1.0466442
26.016314    1.0477517
26.046994    1.0487984
26.077673    1.0498044
26.108353    1.0507597
26.139033    1.0516542
26.169712    1.0524981
26.200392    1.0532814
26.231071    1.0540142
26.261751    1.0546964
26.292431    1.0553082
26.32311     1.0558695
26.35379     1.0563805
26.38447     1.0568212
26.415149    1.0572116
26.445829    1.0575418
26.476508    1.0578018
26.507188    1.0580117
26.537868    1.0581616
26.568547    1.0582514
26.599227    1.0582812
26.629906    1.0582612
26.660586    1.0581712
26.691266    1.0580215
26.721945    1.057822
26.752625    1.0575627
26.783305    1.0572538
26.813984    1.0568752
26.844664    1.0564571
26.875343    1.0559794
26.906023    1.0554522
26.936703    1.0548656
26.967382    1.0542296
26.998062    1.0535542
27.028741    1.0528194
27.059421    1.0520454
27.090101    1.0512221
27.12078     1.0503496
27.15146     1.0494378
27.18214     1.048487
27.212819    1.0474869
27.243499    1.0464578
27.274178    1.0453796
27.304858    1.0442623
27.335538    1.043116
27.366217    1.0419307
27.396897    1.0407064
27.427576    1.0394531
27.458256    1.0381708
27.488936    1.0368596
27.519615    1.0355095
27.550295    1.0341404
27.580975    1.0327425
27.611654    1.0313256
27.642334    1.0298799
27.673013    1.0284052
27.703693    1.0269217
27.734373    1.0254093
27.765052    1.023888
27.795732    1.0223479
27.826411    1.0207988
27.857091    1.0192309
27.887771    1.017654
27.91845     1.0160683
27.94913     1.0144836
27.97981     1.01288
28.010489    1.0112775
28.041169    1.0096661
28.071848    1.0080556
28.102528    1.0064462
28.133208    1.0048379
28.163887    1.0032305
28.194567    1.0016341
28.225246    1.0000387
28.255926    0.99844722
28.286606    0.99686671
28.317285    0.99529512
28.347965    0.99373443
28.378645    0.99218664
28.409324    0.99065271
28.440004    0.98913363
28.470683    0.98763038
28.501363    0.98614594
28.532043    0.98467928
28.562722    0.98323239
28.593402    0.98180725
28.624082    0.98040382
28.654761    0.9790241
28.685441    0.97766905
28.71612     0.97634066
28.7468      0.97503791
28.77748     0.97376277
28.808159    0.97251622
28.838839    0.97130025
28.869518    0.97011383
28.900198    0.96895993
28.930878    0.96783755
28.961557    0.96674866
28.992237    0.96569323
29.022917    0.96467326
29.053596    0.96368871
29.084276    0.96274157
29.114955    0.96182982
29.145635    0.96095643
29.176315    0.96012238
29.206994    0.95932666
29.237674    0.95857125
29.268353    0.95785611
29.299033    0.95718125
29.329713    0.95654862
29.360392    0.95595822
29.391072    0.95541003
29.421752    0.95490502
29.452431    0.95444319
29.483111    0.9540245
29.51379     0.95364994
29.54447     0.9533195
29.57515     0.95303216
29.605829    0.95278989
29.636509    0.95259069
29.667188    0.95243553
29.697868    0.95232439
29.728548    0.95225627
29.759227    0.95223114
29.789907    0.95224898
29.820587    0.95230878
29.851266    0.95241052
29.881946    0.95255218
29.912625    0.95273575
29.943305    0.95295921
29.973985    0.95322153
30.004664    0.95352372
30.035344    0.95386374
30.066023    0.95424157
30.096703    0.95465721
30.127383    0.95510963
30.158062    0.95559782
30.188742    0.95612275
30.219422    0.95668342
30.250101    0.95727879
30.280781    0.95790886
30.31146     0.95857461
30.34214     0.95927502
30.37282     0.96000906
30.403499    0.96077774
30.434179    0.96158002
30.464858    0.96241589
30.495538    0.96328534
30.526218    0.96418634
30.556897    0.96512188
30.587577    0.96608894
30.618257    0.96708751
30.648936    0.96811757
30.679616    0.96917711
30.710295    0.9702671
30.740975    0.97138553
30.771655    0.97253238
30.802334    0.97370565
30.833014    0.9749033
30.863693    0.97612634
30.894373    0.97737173
30.925053    0.97863846
30.955732    0.97992553
30.986412    0.9812309
31.017092    0.98255257
31.047771    0.98388953
31.078451    0.98523974
31.10913     0.98660221
31.13981     0.98797391
31.17049     0.98935484
31.201169    0.99074297
31.231849    0.99213629
31.262528    0.99353279
31.293208    0.99493347
31.323888    0.9963343
31.354567    0.99773529
31.385247    0.99913441
31.415927    1.0005317
