# Description:
#   Normalized structure factor for block copolymer solution
#
# Source:
#   Lyubimov, I.; Jeltran-Villegas, D.J.; Jayaraman, A; PRISM Theory Study of
#   Amphiphilic Block Copolymer Solutions with Varying Copolymer Sequence and
#   Composition, Macromolecules, 2017, 50 (18), pp7419,
#   doi:10.1021/acs.macromol.7b01419
# 
# Figure 5
# Sk-pair: B-B
# Chain Length: 24
# Sequence: B*6 + A*12 + B*6
# 
# k          S(k)
#
7.7619428    1.2338739
7.7926224    1.2320687
7.823302     1.2300392
7.8539816    1.2277764
7.8846612    1.2252913
7.9153409    1.2225947
7.9460205    1.2196775
7.9767001    1.2165505
8.0073797    1.2132242
8.0380593    1.2096893
8.0687389    1.2059761
8.0994186    1.202085
8.1300982    1.1980163
8.1607778    1.1938
8.1914574    1.1894265
8.222137     1.1849057
8.2528166    1.1802673
8.2834963    1.1754916
8.3141759    1.1706081
8.3448555    1.1656167
8.3755351    1.1605173
8.4062147    1.1553194
8.4368943    1.150023
8.4675739    1.1446376
8.4982536    1.1391725
8.5289332    1.1336277
8.5596128    1.1280124
8.5902924    1.1223263
8.620972     1.1165886
8.6516516    1.1107989
8.6823313    1.1049665
8.7130109    1.0991105
8.7436905    1.0932207
8.7743701    1.087326
8.8050497    1.0814258
8.8357293    1.0755294
8.866409     1.0696559
8.8970886    1.0637951
8.9277682    1.0579562
8.9584478    1.0521583
8.9891274    1.0463911
9.019807     1.0406639
9.0504866    1.0349762
9.0811663    1.0293374
9.1118459    1.0237371
9.1425255    1.0181848
9.1732051    1.0126799
9.2038847    1.007222
9.2345643    1.0018107
9.265244     0.99644543
9.2959236    0.99112588
9.3266032    0.98586535
9.3572828    0.9806595
9.3879624    0.97551481
9.418642     0.97043681
9.4493217    0.96543301
9.4800013    0.96050797
9.5106809    0.95567023
9.5413605    0.95092441
9.5720401    0.94628007
9.6027197    0.9417399
9.6333993    0.93730958
9.664079     0.93299381
9.6947586    0.92879435
9.7254382    0.92471201
9.7561178    0.92074859
9.7867974    0.91690293
9.817477     0.91317391
9.8481567    0.90956137
9.8788363    0.90606322
9.9095159    0.90267736
9.9401955    0.89940367
9.9708751    0.89623909
10.001555    0.89318548
10.032234    0.89023979
10.062914    0.88740293
10.093594    0.88467482
10.124273    0.88205538
10.154953    0.87954555
10.185632    0.8771423
10.216312    0.87485053
10.246992    0.87266822
10.277671    0.87059432
10.308351    0.86863179
10.339031    0.8667806
10.36971     0.86503972
10.40039     0.86341112
10.431069    0.86189479
10.461749    0.86049171
10.492429    0.85920286
10.523108    0.85802625
10.553788    0.85696386
10.584467    0.8560157
10.615147    0.85518375
10.645827    0.85446603
10.676506    0.85386253
10.707186    0.85337926
10.737866    0.85301323
10.768545    0.85276943
10.799225    0.85264789
10.829904    0.85265361
10.860584    0.85278662
10.891264    0.85305092
10.921943    0.85344954
10.952623    0.85398351
10.983302    0.85465484
11.013982    0.85546256
11.044662    0.85640667
11.075341    0.85748621
11.106021    0.85869615
11.136701    0.86003251
11.16738     0.86149426
11.19806     0.86307239
11.228739    0.86476487
11.259419    0.86656164
11.290099    0.86846268
11.320778    0.87045992
11.351458    0.87255132
11.382137    0.87473182
11.412817    0.87700138
11.443497    0.87935594
11.474176    0.88179445
11.504856    0.88431687
11.535536    0.88692214
11.566215    0.88960922
11.596895    0.89237705
11.627574    0.89522358
11.658254    0.89814774
11.688934    0.90114748
11.719613    0.90421973
11.750293    0.9073624
11.780972    0.91057243
11.811652    0.91384573
11.842332    0.91718122
11.873011    0.92057581
11.903691    0.92402742
11.934371    0.92753296
11.96505     0.93109438
11.99573     0.93470856
12.026409    0.93837646
12.057089    0.94209697
12.087769    0.94587103
12.118448    0.94969653
12.149128    0.95357239
12.179807    0.95749649
12.210487    0.96146573
12.241167    0.96547699
12.271846    0.9695221
12.302526    0.97359694
12.333206    0.97769334
12.363885    0.98180416
12.394565    0.98591922
12.425244    0.99003139
12.455924    0.99413253
12.486604    0.99821651
12.517283    1.0022773
12.547963    1.0063137
12.578642    1.0103147
12.609322    1.0142803
12.640002    1.0182104
12.670681    1.0221152
12.701361    1.0259845
12.732041    1.0298184
12.76272     1.0336169
12.7934      1.0373902
12.824079    1.041118
12.854759    1.0448206
12.885439    1.048488
12.916118    1.0521
12.946798    1.0556668
12.977477    1.0591784
13.008157    1.0626248
13.038837    1.065996
13.069516    1.0692921
13.100196    1.0724932
13.130876    1.0756093
13.161555    1.0786206
13.192235    1.0815271
13.222914    1.0843392
13.253594    1.0870368
13.284274    1.0896202
13.314953    1.0920995
13.345633    1.0944752
13.376312    1.0967371
13.406992    1.0988857
13.437672    1.1009312
13.468351    1.1028737
13.499031    1.1046936
13.529711    1.1064109
13.56039     1.1080161
13.59107     1.1094993
13.621749    1.1108707
13.652429    1.1121308
13.683109    1.1132595
13.713788    1.1142674
13.744468    1.1151545
13.775147    1.1159213
13.805827    1.1165579
13.836507    1.1170747
13.867186    1.1174718
13.897866    1.1177396
13.928546    1.1178983
13.959225    1.1179281
13.989905    1.1178394
14.020584    1.1176323
14.051264    1.117307
14.081944    1.1168739
14.112623    1.1163231
14.143303    1.1156648
14.173982    1.1149092
14.204662    1.1140465
14.235342    1.1130769
14.266021    1.1120206
14.296701    1.1108676
14.327381    1.1096183
14.35806     1.1082826
14.38874     1.1068707
14.419419    1.1053628
14.450099    1.103769
14.480779    1.1020894
14.511458    1.1003241
14.542138    1.0984632
14.572817    1.0965069
14.603497    1.0944651
14.634177    1.092328
14.664856    1.0900957
14.695536    1.0877681
14.726216    1.0853554
14.756895    1.0828575
14.787575    1.0802744
14.818254    1.0776261
14.848934    1.0749027
14.879614    1.072114
14.910293    1.06927
14.940973    1.0663805
14.971652    1.0634556
15.002332    1.0604852
15.033012    1.0574892
15.063691    1.0544575
15.094371    1.0514001
15.125051    1.0483267
15.15573     1.0452275
15.18641     1.0421024
15.217089    1.0389611
15.247769    1.0358036
15.278449    1.0326398
15.309128    1.0294597
15.339808    1.0262731
15.370487    1.0230898
15.401167    1.0199197
15.431847    1.0167528
15.462526    1.013599
15.493206    1.010458
15.523886    1.0073498
15.554565    1.0042742
15.585245    1.0012212
15.615924    0.99820073
15.646604    0.99520561
15.677284    0.99224774
15.707963    0.98932107
15.738643    0.9864255
15.769322    0.98355995
15.800002    0.98072533
15.830682    0.97791856
15.861361    0.97514155
15.892041    0.97239419
15.922721    0.9696784
15.9534      0.96699508
15.98408     0.96434813
16.014759    0.96174044
16.045439    0.95917492
16.076119    0.95665746
16.106798    0.95419197
16.137478    0.95178236
16.168158    0.94943452
16.198837    0.94715239
16.229517    0.94493888
16.260196    0.94279892
16.290876    0.94073344
16.321556    0.93874638
16.352235    0.93683669
16.382915    0.93500731
16.413594    0.9332562
16.444274    0.93158232
16.474954    0.92998562
16.505633    0.92846307
16.536313    0.92701463
16.566993    0.92563627
16.597672    0.92432894
16.628352    0.92308862
16.659031    0.92191727
16.689711    0.92081185
16.720391    0.91977431
16.75107     0.91880364
16.78175     0.91790179
16.812429    0.91706774
16.843109    0.91630543
16.873789    0.91561386
16.904468    0.91499498
16.935148    0.91444977
16.965828    0.91398019
16.996507    0.91358623
17.027187    0.91326886
17.057866    0.91302905
17.088546    0.91286479
17.119226    0.91277904
17.149905    0.91277178
17.180585    0.91284
17.211264    0.91298667
17.241944    0.91320977
17.272624    0.91350827
17.303303    0.91388215
17.333983    0.91432839
17.364663    0.91484796
17.395342    0.91543684
17.426022    0.916094
17.456701    0.91681841
17.487381    0.91760504
17.518061    0.91845286
17.54874     0.91936084
17.57942     0.92032594
17.610099    0.92134614
17.640779    0.9224214
17.671459    0.9235507
17.702138    0.92473301
17.732818    0.92596829
17.763498    0.92725852
17.794177    0.92860268
17.824857    0.93000274
17.855536    0.93145968
17.886216    0.93297347
17.916896    0.9345441
17.947575    0.93617353
17.978255    0.93785974
18.008934    0.93960371
18.039614    0.9414024
18.070294    0.94325577
18.100973    0.94516181
18.131653    0.94711746
18.162333    0.94912069
18.193012    0.95117048
18.223692    0.95326278
18.254371    0.95539655
18.285051    0.95756976
18.315731    0.95977937
18.34641     0.96202435
18.37709     0.96430166
18.407769    0.96661027
18.438449    0.96894815
18.469129    0.97131326
18.499808    0.97370257
18.530488    0.97611303
18.561168    0.97854363
18.591847    0.98098931
18.622527    0.98344805
18.653206    0.98591781
18.683886    0.98839557
18.714566    0.9908783
18.745245    0.99336497
18.775925    0.99585255
18.806604    0.99834105
18.837284    1.0008294
18.867964    1.0033197
18.898643    1.0058019
18.929323    1.0082819
18.960003    1.0107597
18.990682    1.0132355
19.021362    1.0156991
19.052041    1.0181505
19.082721    1.0205898
19.113401    1.023007
19.14408     1.025402
19.17476     1.0277648
19.205439    1.0300955
19.236119    1.032384
19.266799    1.0346304
19.297478    1.0368146
19.328158    1.0389569
19.358838    1.041047
19.389517    1.0430752
19.420197    1.0450514
19.450876    1.0469656
19.481556    1.0488381
19.512236    1.0506488
19.542915    1.0524178
19.573595    1.0541451
19.604274    1.0558208
19.634954    1.0574451
19.665634    1.0590278
19.696313    1.0605592
19.726993    1.0620493
19.757673    1.0634781
19.788352    1.0648457
19.819032    1.0661522
19.849711    1.0673876
19.880391    1.068542
19.911071    1.0696356
19.94175     1.0706384
19.97243     1.0715505
20.003109    1.0723819
20.033789    1.0731329
20.064469    1.0737934
20.095148    1.0743536
20.125828    1.0748436
20.156508    1.0752435
20.187187    1.0755634
20.217867    1.0757933
20.248546    1.0759635
20.279226    1.0760439
20.309906    1.0760547
20.340585    1.075996
20.371265    1.0758678
20.401944    1.0756702
20.432624    1.0754034
20.463304    1.0750674
20.493983    1.0746623
20.524663    1.0741882
20.555343    1.0736451
20.586022    1.0730231
20.616702    1.0723424
20.647381    1.0715829
20.678061    1.0707548
20.708741    1.069848
20.73942     1.0688828
20.7701      1.067839
20.800779    1.0667269
20.831459    1.0655563
20.862139    1.0643175
20.892818    1.0630303
20.923498    1.061675
20.954178    1.0602714
20.984857    1.0588196
21.015537    1.0573097
21.046216    1.0557616
21.076896    1.0541754
21.107576    1.0525411
21.138255    1.0508588
21.168935    1.0491384
21.199614    1.0473899
21.230294    1.0455934
21.260974    1.0437588
21.291653    1.0418862
21.322333    1.0399756
21.353013    1.0380369
21.383692    1.0360602
21.414372    1.0340654
21.445051    1.0320425
21.475731    1.0299915
21.506411    1.0279323
21.53709     1.025855
21.56777     1.0237795
21.598449    1.0216858
21.629129    1.0195938
21.659809    1.0175135
21.690488    1.0154249
21.721168    1.013348
21.751848    1.0112727
21.782527    1.009199
21.813207    1.0071369
21.843886    1.0050764
21.874566    1.0030274
21.905246    1.0009799
21.935925    0.99893385
21.966605    0.99688827
21.997284    0.99485207
22.027964    0.99282124
22.058644    0.99079972
22.089323    0.98878847
22.120003    0.98679143
22.150683    0.98481357
22.181362    0.98285882
22.212042    0.98093113
22.242721    0.97903546
22.273401    0.97717474
22.304081    0.97535394
22.33476     0.97357502
22.36544     0.97184192
22.39612     0.97015561
22.426799    0.96851605
22.457479    0.96692422
22.488158    0.96538009
22.518838    0.96388261
22.549518    0.96242978
22.580197    0.96102155
22.610877    0.95965391
22.641556    0.95832683
22.672236    0.95703928
22.702916    0.95578922
22.733595    0.95457664
22.764275    0.9534005
22.794955    0.95226177
22.825634    0.95116141
22.856314    0.9500984
22.886993    0.9490757
22.917673    0.94809628
22.948353    0.9471611
22.979032    0.94627214
23.009712    0.94543236
23.040391    0.94464573
23.071071    0.94391423
23.101751    0.94323982
23.13243     0.94262549
23.16311     0.9420722
23.19379     0.94158094
23.224469    0.94115368
23.255149    0.9407884
23.285828    0.94048609
23.316508    0.94024572
23.347188    0.94006328
23.377867    0.93993874
23.408547    0.93987009
23.439226    0.9398543
23.469906    0.93988935
23.500586    0.93997322
23.531265    0.94010589
23.561945    0.94028433
23.592625    0.94051053
23.623304    0.94078246
23.653984    0.9411021
23.684663    0.94146842
23.715343    0.94188341
23.746023    0.94234704
23.776702    0.94285929
23.807382    0.94342215
23.838061    0.94403359
23.868741    0.94469359
23.899421    0.94540013
23.9301      0.94615219
23.96078     0.94694873
23.99146     0.94778574
24.022139    0.9486632
24.052819    0.94957708
24.083498    0.95052635
24.114178    0.95151099
24.144858    0.95252797
24.175537    0.95357829
24.206217    0.9546609
24.236896    0.9557768
24.267576    0.95692697
24.298256    0.95811138
24.328935    0.95933302
24.359615    0.96059188
24.390295    0.96188793
24.420974    0.96322316
24.451654    0.96459555
24.482333    0.96600507
24.513013    0.96745172
24.543693    0.96893246
24.574372    0.97044427
24.605052    0.97198613
24.635731    0.97355401
24.666411    0.97514589
24.697091    0.97675774
24.72777     0.97838854
24.75845     0.98003427
24.78913     0.9816939
24.819809    0.98336542
24.850489    0.98504881
24.881168    0.98674206
24.911848    0.98844514
24.942528    0.99015705
24.973207    0.99187678
25.003887    0.99360431
25.034566    0.99533864
25.065246    0.99707775
25.095926    0.99881963
25.126605    1.0005633
25.157285    1.0023047
25.187965    1.0040418
25.218644    1.0057677
25.249324    1.0074923
25.280003    1.0092056
25.310683    1.0108977
25.341363    1.0125684
25.372042    1.0142279
25.402722    1.0158561
25.433401    1.017473
25.464081    1.0190587
25.494761    1.0206331
25.52544     1.0221663
25.55612     1.0236882
25.5868      1.025179
25.617479    1.0266485
25.648159    1.0280969
25.678838    1.0295141
25.709518    1.0309102
25.740198    1.0322752
25.770877    1.033619
25.801557    1.0349319
25.832236    1.0362136
25.862916    1.0374544
25.893596    1.0386641
25.924275    1.0398429
25.954955    1.0409708
25.985635    1.0420577
26.016314    1.0431038
26.046994    1.044099
26.077673    1.0450535
26.108353    1.0459472
26.139033    1.0467902
26.169712    1.0475826
26.200392    1.0483143
26.231071    1.0490054
26.261751    1.049626
26.292431    1.0502062
26.32311     1.0507259
26.35379     1.0512053
26.38447     1.0516243
26.415149    1.052003
26.445829    1.0523216
26.476508    1.0525999
26.507188    1.0528282
26.537868    1.0530063
26.568547    1.0531245
26.599227    1.0532026
26.629906    1.0532309
26.660586    1.0532092
26.691266    1.0531278
26.721945    1.0529966
26.752625    1.0528057
26.783305    1.0525651
26.813984    1.0522648
26.844664    1.051915
26.875343    1.0515057
26.906023    1.0510469
26.936703    1.0505387
26.967382    1.049981
26.998062    1.049384
27.028741    1.0487277
27.059421    1.0480321
27.090101    1.0472873
27.12078     1.0464933
27.15146     1.0456601
27.18214     1.0447878
27.212819    1.0438663
27.243499    1.0429059
27.274178    1.0419063
27.304858    1.0408578
27.335538    1.0397803
27.366217    1.0386538
27.396897    1.0375083
27.427576    1.0363239
27.458256    1.0351106
27.488936    1.0338685
27.519615    1.0326074
27.550295    1.0313274
27.580975    1.0300285
27.611654    1.0287108
27.642334    1.0273742
27.673013    1.0260287
27.703693    1.0246644
27.734373    1.0232912
27.765052    1.0218992
27.795732    1.0204984
27.826411    1.0190787
27.857091    1.0176501
27.887771    1.0162127
27.91845     1.0147664
27.94913     1.0133113
27.97981     1.0118373
28.010489    1.0103644
28.041169    1.0088926
28.071848    1.007402
28.102528    1.0059224
28.133208    1.0044339
28.163887    1.0029564
28.194567    1.00147
28.225246    0.99999462
28.255926    0.99851925
28.286606    0.99705187
28.317285    0.99559246
28.347965    0.99414201
28.378645    0.99270249
28.409324    0.99127389
28.440004    0.98985918
28.470683    0.98846034
28.501363    0.98707736
28.532043    0.9857132
28.562722    0.98436886
28.593402    0.98304629
28.624082    0.98174749
28.654761    0.98047242
28.685441    0.97922408
28.71612     0.97800142
28.7468      0.97680645
28.77748     0.97563912
28.808159    0.97449943
28.838839    0.97338835
28.869518    0.97230586
28.900198    0.97125194
28.930878    0.97022657
28.961557    0.96923073
28.992237    0.96826639
29.022917    0.96733154
29.053596    0.96642914
29.084276    0.96556018
29.114955    0.96472664
29.145635    0.96392949
29.176315    0.96316972
29.206994    0.96244929
29.237674    0.96176919
29.268353    0.9611294
29.299033    0.96053189
29.329713    0.95997566
29.360392    0.95945967
29.391072    0.95898492
29.421752    0.95854937
29.452431    0.95815302
29.483111    0.95779483
29.51379     0.95747281
29.54447     0.95718591
29.57515     0.95693413
29.605829    0.95671743
29.636509    0.95653481
29.667188    0.95638624
29.697868    0.9562717
29.728548    0.95619118
29.759227    0.95614664
29.789907    0.95613807
29.820587    0.95616445
29.851266    0.95622776
29.881946    0.95632799
29.912625    0.9564651
29.943305    0.9566411
29.973985    0.95685394
30.004664    0.95710463
30.035344    0.95739413
30.066023    0.95772144
30.096703    0.95808653
30.127383    0.95849039
30.158062    0.95893099
30.188742    0.95941033
30.219422    0.95992737
30.250101    0.96048011
30.280781    0.96107053
30.31146     0.96169661
30.34214     0.96235832
30.37282     0.96305566
30.403499    0.9637886
30.434179    0.96455513
30.464858    0.96535623
30.495538    0.96619188
30.526218    0.96706106
30.556897    0.96796376
30.587577    0.96889896
30.618257    0.96986563
30.648936    0.97086177
30.679616    0.97188735
30.710295    0.97294035
30.740975    0.97401776
30.771655    0.97511755
30.802334    0.97623771
30.833014    0.97737621
30.863693    0.97853003
30.894373    0.97969716
30.925053    0.98087658
30.955732    0.98206626
30.986412    0.9832662
31.017092    0.98447638
31.047771    0.98569478
31.078451    0.98692339
31.10913     0.98816221
31.13981     0.98941121
31.17049     0.99067139
31.201169    0.99194274
31.231849    0.99322625
31.262528    0.99452191
31.293208    0.99582771
31.323888    0.99714364
31.354567    0.99846769
31.385247    0.99979985
31.415927    1.0011361
