# Description:
#    Intra-molecular correlation functions (form factors) for a copolymer in a
#    vaccuum with athermal, hard-sphere interactions for A-A and A-B and
#    attractive B-B interactions.These data were calculated from MD simulations
#    using the Debye method.
# 
# Source:
#   Coarse Grained MD Simulation
#
# Chain Length: 24
# Sequence: B*6 + A*12  + B*6
# bond types: harmonic
# bond_r0: 1.0
# bond_k: 50
# AA interactions: WCA
# sigma_AA = 1.0d
# epsilon_AA = 1.0e
# AB interactions: WCA
# sigma_AB = 1.0d
# epsilon_AB = 1.0e
# BB interactions: LJ
# sigma_BB = 1.0d
# epsilon_BB = 0.25e
# dr: 0.1 d
# dk: 0.031 d^-1
# length: 1024
# Omega Pair: B-B
# 
#k        Omega(k)
# 
11.873     0.915865
11.9037    0.919095
11.9344    0.922395
11.965     0.925766
11.9957    0.929206
12.0264    0.932719
12.0571    0.9363
12.0878    0.93995
12.1184    0.943665
12.1491    0.947442
12.1798    0.951275
12.2105    0.955159
12.2412    0.959087
12.2718    0.96305
12.3025    0.967044
12.3332    0.971059
12.3639    0.975088
12.3946    0.979124
12.4252    0.983162
12.4559    0.987195
12.4866    0.991218
12.5173    0.995229
12.548     0.999223
12.5786    1.0032
12.6093    1.00715
12.64      1.01109
12.6707    1.015
12.7014    1.01888
12.732     1.02275
12.7627    1.02658
12.7934    1.03039
12.8241    1.03417
12.8548    1.03791
12.8854    1.04162
12.9161    1.0453
12.9468    1.04893
12.9775    1.05252
13.0082    1.05607
13.0388    1.05956
13.0695    1.06299
13.1002    1.06636
13.1309    1.06967
13.1616    1.0729
13.1922    1.07605
13.2229    1.07912
13.2536    1.0821
13.2843    1.08498
13.315     1.08776
13.3456    1.09043
13.3763    1.09299
13.407     1.09545
13.4377    1.09778
13.4684    1.1
13.499     1.10211
13.5297    1.10409
13.5604    1.10596
13.5911    1.10771
13.6217    1.10934
13.6524    1.11085
13.6831    1.11224
13.7138    1.11351
13.7445    1.11466
13.7751    1.11567
13.8058    1.11656
13.8365    1.11732
13.8672    1.11796
13.8979    1.11846
13.9285    1.11883
13.9592    1.11907
13.9899    1.11918
14.0206    1.11917
14.0513    1.11904
14.0819    1.11879
14.1126    1.11842
14.1433    1.11794
14.174     1.11735
14.2047    1.11665
14.2353    1.11585
14.266     1.11494
14.2967    1.11393
14.3274    1.11281
14.3581    1.1116
14.3887    1.11028
14.4194    1.10886
14.4501    1.10733
14.4808    1.10571
14.5115    1.10399
14.5421    1.10217
14.5728    1.10025
14.6035    1.09824
14.6342    1.09613
14.6649    1.09393
14.6955    1.09165
14.7262    1.08927
14.7569    1.08682
14.7876    1.08428
14.8183    1.08166
14.8489    1.07896
14.8796    1.07619
14.9103    1.07336
14.941     1.07046
14.9717    1.0675
15.0023    1.06449
15.033     1.06144
15.0637    1.05836
15.0944    1.05524
15.1251    1.05211
15.1557    1.04896
15.1864    1.0458
15.2171    1.04263
15.2478    1.03947
15.2784    1.0363
15.3091    1.03314
15.3398    1.02998
15.3705    1.02683
15.4012    1.02369
15.4318    1.02054
15.4625    1.0174
15.4932    1.01427
15.5239    1.01114
15.5546    1.00803
15.5852    1.00493
15.6159    1.00184
15.6466    0.998778
15.6773    0.995741
15.708     0.992735
15.7386    0.989766
15.7693    0.986836
15.8       0.983948
15.8307    0.981105
15.8614    0.978308
15.892     0.975555
15.9227    0.972846
15.9534    0.970179
15.9841    0.967552
16.0148    0.964962
16.0454    0.962407
16.0761    0.959886
16.1068    0.957397
16.1375    0.95494
16.1682    0.952518
16.1988    0.950131
16.2295    0.947783
16.2602    0.945478
16.2909    0.943221
16.3216    0.941017
16.3522    0.938872
16.3829    0.936791
16.4136    0.934779
16.4443    0.93284
16.475     0.930979
16.5056    0.929199
16.5363    0.927503
16.567     0.925891
16.5977    0.924366
16.6284    0.922927
16.659     0.921576
16.6897    0.92031
16.7204    0.91913
16.7511    0.918035
16.7817    0.917024
16.8124    0.916096
16.8431    0.915251
16.8738    0.914486
16.9045    0.913802
16.9351    0.913199
16.9658    0.912675
16.9965    0.912227
17.0272    0.911858
17.0579    0.911565
17.0885    0.911345
17.1192    0.911201
17.1499    0.911128
17.1806    0.911126
17.2113    0.911196
17.2419    0.911336
17.2726    0.911546
17.3033    0.911826
17.334     0.912175
17.3647    0.912597
17.3953    0.91309
17.426     0.913656
17.4567    0.914296
17.4874    0.91501
17.5181    0.915799
17.5487    0.916663
17.5794    0.917601
17.6101    0.918613
17.6408    0.919698
17.6715    0.920852
17.7021    0.922075
17.7328    0.923364
17.7635    0.924716
17.7942    0.92613
17.8249    0.927604
17.8555    0.929136
17.8862    0.930725
17.9169    0.932369
17.9476    0.934068
17.9783    0.935822
18.0089    0.937629
18.0396    0.939488
18.0703    0.941398
18.101     0.943357
18.1317    0.945365
18.1623    0.947417
18.193     0.949511
18.2237    0.951644
18.2544    0.953812
18.2851    0.956014
18.3157    0.958246
18.3464    0.960506
18.3771    0.962792
18.4078    0.965104
18.4384    0.967439
18.4691    0.969799
18.4998    0.972182
18.5305    0.97459
18.5612    0.97702
18.5918    0.979473
18.6225    0.981948
18.6532    0.984442
18.6839    0.986953
18.7146    0.989479
18.7452    0.992016
18.7759    0.994559
18.8066    0.997104
18.8373    0.999649
18.868     1.00219
18.8986    1.00472
18.9293    1.00724
18.96      1.00974
18.9907    1.01223
19.0214    1.0147
19.052     1.01716
19.0827    1.01959
19.1134    1.022
19.1441    1.02439
19.1748    1.02676
19.2054    1.0291
19.2361    1.0314
19.2668    1.03368
19.2975    1.03592
19.3282    1.03812
19.3588    1.04028
19.3895    1.04239
19.4202    1.04445
19.4509    1.04646
19.4816    1.04842
19.5122    1.05033
19.5429    1.05218
19.5736    1.05398
19.6043    1.05572
19.635     1.05741
19.6656    1.05905
19.6963    1.06062
19.727     1.06214
19.7577    1.06359
19.7884    1.06498
19.819     1.06631
19.8497    1.06756
19.8804    1.06873
19.9111    1.06983
19.9417    1.07085
19.9724    1.07178
20.0031    1.07263
20.0338    1.07339
20.0645    1.07406
20.0951    1.07464
20.1258    1.07514
20.1565    1.07556
20.1872    1.07589
20.2179    1.07615
20.2485    1.07634
20.2792    1.07645
20.3099    1.07649
20.3406    1.07645
20.3713    1.07635
20.4019    1.07618
20.4326    1.07595
20.4633    1.07564
20.494     1.07525
20.5247    1.0748
20.5553    1.07427
20.586     1.07366
20.6167    1.07298
20.6474    1.07222
20.6781    1.07139
20.7087    1.07048
20.7394    1.0695
20.7701    1.06845
20.8008    1.06733
20.8315    1.06615
20.8621    1.06492
20.8928    1.06363
20.9235    1.06229
20.9542    1.06091
20.9849    1.05949
21.0155    1.05802
21.0462    1.05652
21.0769    1.05498
21.1076    1.0534
21.1383    1.05178
21.1689    1.05013
21.1996    1.04844
21.2303    1.04671
21.261     1.04494
21.2917    1.04312
21.3223    1.04127
21.353     1.03938
21.3837    1.03745
21.4144    1.03549
21.4451    1.03349
21.4757    1.03147
21.5064    1.02941
21.5371    1.02734
21.5678    1.02525
21.5984    1.02315
21.6291    1.02103
21.6598    1.01891
21.6905    1.01679
21.7212    1.01467
21.7518    1.01255
21.7825    1.01044
21.8132    1.00833
21.8439    1.00624
21.8746    1.00415
21.9052    1.00208
21.9359    1.00003
21.9666    0.997991
21.9973    0.995969
22.028     0.993965
22.0586    0.991979
22.0893    0.990012
22.12      0.988063
22.1507    0.986132
22.1814    0.98422
22.212     0.982327
22.2427    0.980453
22.2734    0.9786
22.3041    0.976769
22.3348    0.974962
22.3654    0.97318
22.3961    0.971426
22.4268    0.969703
22.4575    0.968014
22.4882    0.966361
22.5188    0.964748
22.5495    0.963177
22.5802    0.96165
22.6109    0.960169
22.6416    0.958735
22.6722    0.957348
22.7029    0.95601
22.7336    0.954721
22.7643    0.95348
22.795     0.952287
22.8256    0.951141
22.8563    0.950044
22.887     0.948994
22.9177    0.947993
22.9484    0.947042
22.979     0.94614
23.0097    0.94529
23.0404    0.944493
23.0711    0.943751
23.1017    0.943066
23.1324    0.942438
23.1631    0.94187
23.1938    0.94136
23.2245    0.940911
23.2551    0.940522
23.2858    0.940192
23.3165    0.93992
23.3472    0.939704
23.3779    0.939544
23.4085    0.939437
23.4392    0.93938
23.4699    0.939372
23.5006    0.939412
23.5313    0.939497
23.5619    0.939626
23.5926    0.939799
23.6233    0.940014
23.654     0.940271
23.6847    0.940571
23.7153    0.940913
23.746     0.941297
23.7767    0.941726
23.8074    0.942199
23.8381    0.942717
23.8687    0.943281
23.8994    0.943892
23.9301    0.94455
23.9608    0.945256
23.9915    0.946011
24.0221    0.946816
24.0528    0.94767
24.0835    0.948576
24.1142    0.949532
24.1449    0.95054
24.1755    0.951598
24.2062    0.952708
24.2369    0.953868
24.2676    0.955077
24.2983    0.956333
24.3289    0.957636
24.3596    0.958982
24.3903    0.96037
24.421     0.961795
24.4517    0.963256
24.4823    0.964749
24.513     0.966271
24.5437    0.967819
24.5744    0.96939
24.6051    0.970982
24.6357    0.972593
24.6664    0.974222
24.6971    0.975868
24.7278    0.977531
24.7584    0.97921
24.7891    0.980906
24.8198    0.982618
24.8505    0.984347
24.8812    0.986093
24.9118    0.987854
24.9425    0.98963
24.9732    0.991419
25.0039    0.993219
25.0346    0.995028
25.0652    0.996843
25.0959    0.998661
25.1266    1.00048
25.1573    1.00229
25.188     1.0041
25.2186    1.0059
25.2493    1.00768
25.28      1.00946
25.3107    1.01122
25.3414    1.01296
25.372     1.01468
25.4027    1.01638
25.4334    1.01806
25.4641    1.01972
25.4948    1.02135
25.5254    1.02296
25.5561    1.02454
25.5868    1.02609
25.6175    1.02761
25.6482    1.0291
25.6788    1.03055
25.7095    1.03196
25.7402    1.03334
25.7709    1.03469
25.8016    1.03599
25.8322    1.03726
25.8629    1.03849
25.8936    1.03968
25.9243    1.04083
25.955     1.04194
25.9856    1.043
26.0163    1.04401
26.047     1.04498
26.0777    1.04589
26.1084    1.04675
26.139     1.04755
26.1697    1.0483
26.2004    1.049
26.2311    1.04963
26.2618    1.05022
26.2924    1.05074
26.3231    1.05122
26.3538    1.05165
26.3845    1.05204
26.4151    1.05237
26.4458    1.05267
26.4765    1.05292
26.5072    1.05312
26.5379    1.05328
26.5685    1.0534
26.5992    1.05346
26.6299    1.05348
26.6606    1.05344
26.6913    1.05334
26.7219    1.05318
26.7526    1.05297
26.7833    1.05269
26.814     1.05236
26.8447    1.05197
26.8753    1.05152
26.906     1.05101
26.9367    1.05046
26.9674    1.04986
26.9981    1.04921
27.0287    1.04852
27.0594    1.0478
27.0901    1.04704
27.1208    1.04624
27.1515    1.04542
27.1821    1.04456
27.2128    1.04367
27.2435    1.04276
27.2742    1.04181
27.3049    1.04083
27.3355    1.03981
27.3662    1.03877
27.3969    1.03769
27.4276    1.03657
27.4583    1.03542
27.4889    1.03424
27.5196    1.03302
27.5503    1.03176
27.581     1.03048
27.6117    1.02916
27.6423    1.02781
27.673     1.02644
27.7037    1.02504
27.7344    1.02362
27.7651    1.02218
27.7957    1.02072
27.8264    1.01924
27.8571    1.01775
27.8878    1.01625
27.9184    1.01473
27.9491    1.0132
27.9798    1.01167
28.0105    1.01013
28.0412    1.00859
28.0718    1.00705
28.1025    1.00551
28.1332    1.00398
28.1639    1.00245
28.1946    1.00093
28.2252    0.999428
28.2559    0.997934
28.2866    0.996454
28.3173    0.99499
28.348     0.993542
28.3786    0.992112
28.4093    0.990699
28.44      0.989304
28.4707    0.987927
28.5014    0.98657
28.532     0.985233
28.5627    0.983917
28.5934    0.982624
28.6241    0.981354
28.6548    0.980109
28.6854    0.978892
28.7161    0.977702
28.7468    0.976542
28.7775    0.975411
28.8082    0.974312
28.8388    0.973244
28.8695    0.972206
28.9002    0.971199
28.9309    0.970222
28.9616    0.969274
28.9922    0.968354
29.0229    0.96746
29.0536    0.966595
29.0843    0.965755
29.115     0.964942
29.1456    0.964156
29.1763    0.963398
29.207     0.96267
29.2377    0.961972
29.2684    0.961307
29.299     0.960676
29.3297    0.960081
29.3604    0.959524
29.3911    0.959007
29.4218    0.958532
29.4524    0.958098
29.4831    0.957708
29.5138    0.957361
29.5445    0.957057
29.5751    0.956798
29.6058    0.956581
29.6365    0.956409
29.6672    0.956279
29.6979    0.956192
29.7285    0.956147
29.7592    0.956144
29.7899    0.956183
29.8206    0.956263
29.8513    0.956384
29.8819    0.956545
29.9126    0.956747
29.9433    0.956987
29.974     0.957266
30.0047    0.957581
30.0353    0.957933
30.066     0.958319
30.0967    0.958738
30.1274    0.95919
30.1581    0.959673
30.1887    0.960186
30.2194    0.960728
30.2501    0.9613
30.2808    0.961901
30.3115    0.962532
30.3421    0.963193
30.3728    0.963883
30.4035    0.964605
30.4342    0.965356
30.4649    0.966139
30.4955    0.966952
30.5262    0.967794
30.5569    0.968665
30.5876    0.969564
30.6183    0.970489
30.6489    0.971439
30.6796    0.972411
30.7103    0.973406
30.741     0.974421
30.7717    0.975455
30.8023    0.976507
30.833     0.977578
30.8637    0.978666
30.8944    0.979772
30.9251    0.980894
30.9557    0.982034
30.9864    0.983191
31.0171    0.984364
31.0478    0.985554
31.0785    0.986759
31.1091    0.987978
31.1398    0.98921
31.1705    0.990453
31.2012    0.991705
31.2318    0.992964
31.2625    0.994229
31.2932    0.995496
31.3239    0.996764
31.3546    0.998031
31.3852    0.999295
31.4159    1.00056
