# Description:
#   Normalized structure factor for block copolymer solution
#
# Source:
#   Lyubimov, I.; Jeltran-Villegas, D.J.; Jayaraman, A; PRISM Theory Study of
#   Amphiphilic Block Copolymer Solutions with Varying Copolymer Sequence and
#   Composition, Macromolecules, 2017, 50 (18), pp7419,
#   doi:10.1021/acs.macromol.7b01419
# 
# Figure 5
# Sk-pair: B-B
# Chain Length: 24
# Sequence: A*6 + B*12 + A*6
# 
# k          S(k)
#
10.921943    0.84092404
10.952623    0.84149059
10.983302    0.84218094
11.013982    0.84299512
11.044662    0.84393313
11.075341    0.84499297
11.106021    0.84617466
11.136701    0.84747718
11.16738     0.84889854
11.19806     0.85043874
11.228739    0.85209476
11.259419    0.8538656
11.290099    0.85575024
11.320778    0.85774568
11.351458    0.85984987
11.382137    0.86206282
11.412817    0.86438048
11.443497    0.86679881
11.474176    0.86931981
11.504856    0.87193841
11.535536    0.87465257
11.566215    0.87746026
11.596895    0.88035943
11.627574    0.883347
11.658254    0.88641994
11.688934    0.88957718
11.719613    0.89281667
11.750293    0.89613232
11.780972    0.89952508
11.811652    0.90299088
11.842332    0.90652965
11.873011    0.91013531
11.903691    0.91380779
11.934371    0.91754402
11.96505     0.92133992
11.99573     0.92519541
12.026409    0.92910542
12.057089    0.93306888
12.087769    0.93708169
12.118448    0.94114179
12.149128    0.94524711
12.179807    0.94939355
12.210487    0.95357906
12.241167    0.95779953
12.271846    0.96205289
12.302526    0.96633507
12.333206    0.97064498
12.363885    0.97497755
12.394565    0.97932968
12.425244    0.98369829
12.455924    0.98808132
12.486604    0.99247367
12.517283    0.99687227
12.547963    1.001273
12.578642    1.0056699
12.609322    1.0100738
12.640002    1.0144536
12.670681    1.0188294
12.701361    1.0231911
12.732041    1.0275285
12.76272     1.0318417
12.7934      1.0361206
12.824079    1.0403652
12.854759    1.0445756
12.885439    1.0487416
12.916118    1.0528634
12.946798    1.0569207
12.977477    1.0609339
13.008157    1.0648828
13.038837    1.0687574
13.069516    1.0725679
13.100196    1.0762942
13.130876    1.0799465
13.161555    1.0835149
13.192235    1.0869893
13.222914    1.0903699
13.253594    1.0936569
13.284274    1.0968404
13.314953    1.0999103
13.345633    1.102877
13.376312    1.1057306
13.406992    1.1084712
13.437672    1.1110789
13.468351    1.1135741
13.499031    1.1159368
13.529711    1.1181672
13.56039     1.1202655
13.59107     1.122232
13.621749    1.1240567
13.652429    1.1257401
13.683109    1.1272722
13.713788    1.1286733
13.744468    1.1299236
13.775147    1.1310233
13.805827    1.1319727
13.836507    1.132772
13.867186    1.1334214
13.897866    1.1339211
13.928546    1.1342715
13.959225    1.1344626
13.989905    1.1345148
14.020584    1.1344082
14.051264    1.1341531
14.081944    1.1337496
14.112623    1.133198
14.143303    1.1325085
14.173982    1.1316712
14.204662    1.1306963
14.235342    1.1295839
14.266021    1.1283443
14.296701    1.1269576
14.327381    1.1254539
14.35806     1.1238133
14.38874     1.122056
14.419419    1.120182
14.450099    1.1182015
14.480779    1.1160945
14.511458    1.1138912
14.542138    1.1115815
14.572817    1.1091756
14.603497    1.1066835
14.634177    1.1040952
14.664856    1.1014208
14.695536    1.0986703
14.726216    1.0958437
14.756895    1.092941
14.787575    1.0899821
14.818254    1.0869571
14.848934    1.083866
14.879614    1.0807287
14.910293    1.0775451
14.940973    1.0743152
14.971652    1.071039
15.002332    1.0677265
15.033012    1.0643874
15.063691    1.0610117
15.094371    1.0576095
15.125051    1.0541806
15.15573     1.0507349
15.18641     1.0472723
15.217089    1.0437928
15.247769    1.0403063
15.278449    1.0368126
15.309128    1.0333118
15.339808    1.0298136
15.370487    1.026318
15.401167    1.022825
15.431847    1.0193445
15.462526    1.0158663
15.493206    1.0124103
15.523886    1.0089665
15.554565    1.0055449
15.585245    1.0021452
15.615924    0.99876746
15.646604    0.99542153
15.677284    0.99210435
15.707963    0.98881982
15.738643    0.98557186
15.769322    0.98236139
15.800002    0.97919131
15.830682    0.97606455
15.861361    0.97298103
15.892041    0.96994466
15.922721    0.96695737
15.9534      0.96402009
15.98408     0.96113474
16.014759    0.95830227
16.045439    0.95552558
16.076119    0.95280563
16.106798    0.95014336
16.137478    0.94754069
16.168158    0.94499859
16.198837    0.94251799
16.229517    0.94010183
16.260196    0.93774908
16.290876    0.93546268
16.321556    0.93324258
16.352235    0.93109075
16.382915    0.92900914
16.413594    0.92699771
16.444274    0.92505742
16.474954    0.92319024
16.505633    0.92139612
16.536313    0.91967804
16.566993    0.91803696
16.597672    0.91647185
16.628352    0.91498468
16.659031    0.91357742
16.689711    0.91224905
16.720391    0.91100155
16.75107     0.90983587
16.78175     0.90875102
16.812429    0.90774895
16.843109    0.90682965
16.873789    0.90599211
16.904468    0.90523829
16.935148    0.90456818
16.965828    0.90398177
16.996507    0.90347703
17.027187    0.90305796
17.057866    0.90272052
17.088546    0.90246572
17.119226    0.90229353
17.149905    0.90220594
17.180585    0.90219994
17.211264    0.90227652
17.241944    0.90243566
17.272624    0.90267734
17.303303    0.90300157
17.333983    0.90340732
17.364663    0.90389559
17.395342    0.90446536
17.426022    0.90511662
17.456701    0.90585035
17.487381    0.90666354
17.518061    0.90755818
17.54874     0.90853424
17.57942     0.90958872
17.610099    0.91072359
17.640779    0.91193684
17.671459    0.91322744
17.702138    0.91459537
17.732818    0.91603762
17.763498    0.91755415
17.794177    0.91914395
17.824857    0.92080499
17.855536    0.92253625
17.886216    0.92433471
17.916896    0.92619933
17.947575    0.92812809
17.978255    0.93011897
18.008934    0.93216793
18.039614    0.93427496
18.070294    0.93643702
18.100973    0.93865108
18.131653    0.94091512
18.162333    0.94322712
18.193012    0.94558302
18.223692    0.94798182
18.254371    0.95041948
18.285051    0.95289497
18.315731    0.95540525
18.34641     0.95794731
18.37709     0.9605191
18.407769    0.96311759
18.438449    0.96574176
18.469129    0.96838857
18.499808    0.971056
18.530488    0.97374
18.561168    0.97644056
18.591847    0.97915565
18.622527    0.98188122
18.653206    0.98461627
18.683886    0.98735876
18.714566    0.99010567
18.745245    0.99285597
18.775925    0.99560665
18.806604    0.99835568
18.837284    1.0011011
18.867964    1.0038387
18.898643    1.0065738
18.929323    1.009287
18.960003    1.0119986
18.990682    1.0146885
19.021362    1.0173566
19.052041    1.020003
19.082721    1.0226277
19.113401    1.0252307
19.14408     1.0278019
19.17476     1.0303414
19.205439    1.0328493
19.236119    1.0353154
19.266799    1.0377499
19.297478    1.0401427
19.328158    1.0424939
19.358838    1.0447935
19.389517    1.0470515
19.420197    1.0492579
19.450876    1.0514028
19.481556    1.0535063
19.512236    1.0555583
19.542915    1.0575388
19.573595    1.059468
19.604274    1.0613359
19.634954    1.0631425
19.665634    1.0648879
19.696313    1.0665621
19.726993    1.0681752
19.757673    1.0697172
19.788352    1.0711883
19.819032    1.0725884
19.849711    1.0739176
19.880391    1.0751761
19.911071    1.0763538
19.94175     1.0774609
19.97243     1.0784874
20.003109    1.0794334
20.033789    1.080299
20.064469    1.0810842
20.095148    1.0817891
20.125828    1.0824138
20.156508    1.0829584
20.187187    1.083413
20.217867    1.0837876
20.248546    1.0840723
20.279226    1.0842771
20.309906    1.0843923
20.340585    1.0844277
20.371265    1.0843736
20.401944    1.08424
20.432624    1.0840069
20.463304    1.0836945
20.493983    1.0833027
20.524663    1.0828217
20.555343    1.0822516
20.586022    1.0816023
20.616702    1.080874
20.647381    1.0800567
20.678061    1.0791704
20.708741    1.0781953
20.73942     1.0771414
20.7701      1.0760087
20.800779    1.0748073
20.831459    1.0735272
20.862139    1.0721885
20.892818    1.0707711
20.923498    1.0692852
20.954178    1.0677408
20.984857    1.0661279
21.015537    1.0644664
21.046216    1.0627365
21.076896    1.0609582
21.107576    1.0591314
21.138255    1.0572462
21.168935    1.0553225
21.199614    1.0533505
21.230294    1.05134
21.260974    1.0492912
21.291653    1.0472039
21.322333    1.0450781
21.353013    1.0429339
21.383692    1.0407513
21.414372    1.0385502
21.445051    1.0363306
21.475731    1.0340825
21.506411    1.0318258
21.53709     1.0295406
21.56777     1.0272569
21.598449    1.0249545
21.629129    1.0226536
21.659809    1.020344
21.690488    1.0180257
21.721168    1.0157088
21.751848    1.0134031
21.782527    1.0110887
21.813207    1.0087856
21.843886    1.0064836
21.874566    1.0042028
21.905246    1.0019232
21.935925    0.99965469
21.966605    0.99740426
21.997284    0.99516688
22.027964    0.99294752
22.058644    0.99074415
22.089323    0.98856173
22.120003    0.98639824
22.150683    0.98425662
22.181362    0.98213886
22.212042    0.98004392
22.242721    0.97797376
22.273401    0.97593135
22.304081    0.97391566
22.33476     0.97192865
22.36544     0.9699723
22.39612     0.96804856
22.426799    0.96615641
22.457479    0.96429982
22.488158    0.96247877
22.518838    0.9606962
22.549518    0.95895311
22.580197    0.95725146
22.610877    0.95559222
22.641556    0.95397836
22.672236    0.95241186
22.702916    0.9508947
22.733595    0.94942784
22.764275    0.94801326
22.794955    0.94665193
22.825634    0.94534784
22.856314    0.94410096
22.886993    0.94291328
22.917673    0.94178575
22.948353    0.94072038
22.979032    0.93971814
23.009712    0.93877901
23.040391    0.93790397
23.071071    0.93709401
23.101751    0.93635011
23.13243     0.93567226
23.16311     0.93506044
23.19379     0.93451363
23.224469    0.93403283
23.255149    0.93361801
23.285828    0.93326716
23.316508    0.93298128
23.347188    0.93275934
23.377867    0.93260032
23.408547    0.93250422
23.439226    0.93246903
23.469906    0.93249471
23.500586    0.93258127
23.531265    0.93272668
23.561945    0.93292993
23.592625    0.933192
23.623304    0.93350987
23.653984    0.93388354
23.684663    0.93431197
23.715343    0.93479416
23.746023    0.93533009
23.776702    0.93591875
23.807382    0.93655911
23.838061    0.93725016
23.868741    0.93799189
23.899421    0.93878327
23.9301      0.9396233
23.96078     0.94051195
23.99146     0.94144721
24.022139    0.94242906
24.052819    0.94345749
24.083498    0.94452948
24.114178    0.94564601
24.144858    0.94680707
24.175537    0.94800963
24.206217    0.94925369
24.236896    0.95053823
24.267576    0.95186323
24.298256    0.95322667
24.328935    0.95462754
24.359615    0.95606581
24.390295    0.95753948
24.420974    0.95904853
24.451654    0.96059093
24.482333    0.96216568
24.513013    0.96377275
24.543693    0.96540912
24.574372    0.96707479
24.605052    0.96876773
24.635731    0.97048893
24.666411    0.97223436
24.697091    0.97400402
24.72777     0.97579589
24.75845     0.97760994
24.78913     0.97944417
24.819809    0.98129656
24.850489    0.98316509
24.881168    0.98504976
24.911848    0.98694853
24.942528    0.98885841
24.973207    0.99077938
25.003887    0.99270742
25.034566    0.99464353
25.065246    0.99658269
25.095926    0.9985259
25.126605    1.0004681
25.157285    1.0024084
25.187965    1.0043467
25.218644    1.006274
25.249324    1.0082003
25.280003    1.0101156
25.310683    1.01202
25.341363    1.0139033
25.372042    1.0157756
25.402722    1.0176269
25.433401    1.0194572
25.464081    1.0212665
25.494761    1.0230448
25.52544     1.0248021
25.55612     1.0265384
25.5868      1.0282338
25.617479    1.0298981
25.648159    1.0315316
25.678838    1.0331341
25.709518    1.0346856
25.740198    1.0362162
25.770877    1.037696
25.801557    1.0391348
25.832236    1.0405328
25.862916    1.0418899
25.893596    1.0432063
25.924275    1.0444619
25.954955    1.0456867
25.985635    1.0468507
26.016314    1.0479741
26.046994    1.0490368
26.077673    1.0500489
26.108353    1.0510203
26.139033    1.0519312
26.169712    1.0527816
26.200392    1.0535814
26.231071    1.0543308
26.261751    1.0550198
26.292431    1.0556584
26.32311     1.0562266
26.35379     1.0567446
26.38447     1.0572123
26.415149    1.0576097
26.445829    1.057947
26.476508    1.0582342
26.507188    1.0584612
26.537868    1.0586282
26.568547    1.0587352
26.599227    1.0587822
26.629906    1.0587693
26.660586    1.0586964
26.691266    1.0585738
26.721945    1.0583913
26.752625    1.0581491
26.783305    1.0578471
26.813984    1.0574954
26.844664    1.0570941
26.875343    1.0566331
26.906023    1.0561226
26.936703    1.0555625
26.967382    1.0549529
26.998062    1.0542938
27.028741    1.0535853
27.059421    1.0528374
27.090101    1.05204
27.12078     1.0511933
27.15146     1.0503072
27.18214     1.0493819
27.212819    1.0484072
27.243499    1.0473933
27.274178    1.0463501
27.304858    1.0452577
27.335538    1.0441361
27.366217    1.0429753
27.396897    1.0417754
27.427576    1.0405462
27.458256    1.039278
27.488936    1.0379806
27.519615    1.0366541
27.550295    1.0352885
27.580975    1.0339038
27.611654    1.03248
27.642334    1.0310372
27.673013    1.0295552
27.703693    1.0280642
27.734373    1.0265341
27.765052    1.024995
27.795732    1.0234268
27.826411    1.0218394
27.857091    1.020243
27.887771    1.0186176
27.91845     1.016993
27.94913     1.0153393
27.97981     1.0136865
28.010489    1.0120246
28.041169    1.0103536
28.071848    1.0086734
28.102528    1.0069941
28.133208    1.0053057
28.163887    1.003628
28.194567    1.0019511
28.225246    1.0002751
28.255926    0.99861282
28.286606    0.99695531
28.317285    0.99530755
28.347965    0.99367353
28.378645    0.99205322
28.409324    0.99044861
28.440004    0.98886169
28.470683    0.98729344
28.501363    0.98574683
28.532043    0.98422286
28.562722    0.9827215
28.593402    0.98124575
28.624082    0.97979657
28.654761    0.97837495
28.685441    0.97698089
28.71612     0.97561735
28.7468      0.97428532
28.77748     0.97298379
28.808159    0.97171573
28.838839    0.97048113
28.869518    0.96927998
28.900198    0.96811425
28.930878    0.96698393
28.961557    0.96589
28.992237    0.96483245
29.022917    0.96381326
29.053596    0.96283141
29.084276    0.96188788
29.114955    0.96098366
29.145635    0.96011774
29.176315    0.95929209
29.206994    0.9585057
29.237674    0.95775956
29.268353    0.95705465
29.299033    0.95638896
29.329713    0.95576446
29.360392    0.95518114
29.391072    0.954638
29.421752    0.954136
29.452431    0.95367515
29.483111    0.95325542
29.51379     0.9528768
29.54447     0.95253927
29.57515     0.95224182
29.605829    0.95198743
29.636509    0.9517721
29.667188    0.9515988
29.697868    0.95146652
29.728548    0.95137625
29.759227    0.95132697
29.789907    0.95131866
29.820587    0.95135233
29.851266    0.95142694
29.881946    0.95154349
29.912625    0.95170196
29.943305    0.95190234
29.973985    0.95214461
30.004664    0.95242877
30.035344    0.95275579
30.066023    0.95312367
30.096703    0.95353439
30.127383    0.95398694
30.158062    0.9544803
30.188742    0.95501646
30.219422    0.9555924
30.250101    0.95621112
30.280781    0.95686959
30.31146     0.95756781
30.34214     0.95830576
30.37282     0.95908242
30.403499    0.95989679
30.434179    0.96074985
30.464858    0.96163858
30.495538    0.96256397
30.526218    0.963523
30.556897    0.96451667
30.587577    0.96554195
30.618257    0.96659984
30.648936    0.96768831
30.679616    0.96880636
30.710295    0.96995298
30.740975    0.97112613
30.771655    0.97232482
30.802334    0.97354903
30.833014    0.97479674
30.863693    0.97606594
30.894373    0.97735762
30.925053    0.97866777
30.955732    0.97999736
30.986412    0.98134239
31.017092    0.98270484
31.047771    0.9840807
31.078451    0.98546896
31.10913     0.98686961
31.13981     0.98827963
31.17049     0.98969801
31.201169    0.99112375
31.231849    0.99255583
31.262528    0.99399123
31.293208    0.99542896
31.323888    0.996868
31.354567    0.99830633
31.385247    0.99974297
31.415927    1.0011729
