# Description:
#   Normalized structure factor for block copolymer solution
#
# Source:
#   Lyubimov, I.; Jeltran-Villegas, D.J.; Jayaraman, A; PRISM Theory Study of
#   Amphiphilic Block Copolymer Solutions with Varying Copolymer Sequence and
#   Composition, Macromolecules, 2017, 50 (18), pp7419,
#   doi:10.1021/acs.macromol.7b01419
# 
# Figure 5
# Sk-pair: A-A
# Chain Length: 24
# Sequence: B*6 + A*12 + B*6
# 
# k          S(k)
#
10.523108    0.85461143
10.553788    0.85346503
10.584467    0.8524346
10.615147    0.85152615
10.645827    0.85073669
10.676506    0.85006724
10.707186    0.84951781
10.737866    0.84909042
10.768545    0.84878307
10.799225    0.84859778
10.829904    0.84853454
10.860584    0.84859138
10.891264    0.8487713
10.921943    0.8490713
10.952623    0.84949439
10.983302    0.85003757
11.013982    0.85069984
11.044662    0.8514822
11.075341    0.85238365
11.106021    0.85340118
11.136701    0.85453579
11.16738     0.85578447
11.19806     0.85714622
11.228739    0.85862102
11.259419    0.86020487
11.290099    0.86189675
11.320778    0.86369466
11.351458    0.86559556
11.382137    0.86760046
11.412817    0.86970433
11.443497    0.87190515
11.474176    0.87420291
11.504856    0.87659259
11.535536    0.87907618
11.566215    0.88164764
11.596895    0.88430797
11.627574    0.88705416
11.658254    0.88988316
11.688934    0.89279297
11.719613    0.89578458
11.750293    0.89885396
11.780972    0.90199809
11.811652    0.90521795
11.842332    0.90851052
11.873011    0.91187276
11.903691    0.91530367
11.934371    0.9188022
11.96505     0.92236633
11.99573     0.92599201
12.026409    0.92967822
12.057089    0.93342391
12.087769    0.93722503
12.118448    0.94108054
12.149128    0.9449874
12.179807    0.94894355
12.210487    0.95294493
12.241167    0.95699051
12.271846    0.96107623
12.302526    0.96519903
12.333206    0.96935688
12.363885    0.97354472
12.394565    0.97776051
12.425244    0.98200021
12.455924    0.98625978
12.486604    0.99053619
12.517283    0.99482442
12.547963    0.99912042
12.578642    1.0034192
12.609322    1.0077217
12.640002    1.0120119
12.670681    1.0162999
12.701361    1.0205655
12.732041    1.0248189
12.76272     1.02905
12.7934      1.0332388
12.824079    1.0374054
12.854759    1.0415196
12.885439    1.0456017
12.916118    1.0496214
12.946798    1.053589
12.977477    1.0574945
13.008157    1.0613378
13.038837    1.065099
13.069516    1.0687982
13.100196    1.0724054
13.130876    1.0759207
13.161555    1.0793541
13.192235    1.0826958
13.222914    1.0859257
13.253594    1.089064
13.284274    1.0920908
13.314953    1.0950061
13.345633    1.0978101
13.376312    1.1005028
13.406992    1.1030743
13.437672    1.1055248
13.468351    1.1078544
13.499031    1.1100632
13.529711    1.1121413
13.56039     1.1140888
13.59107     1.1159259
13.621749    1.1176226
13.652429    1.1191892
13.683109    1.1206257
13.713788    1.1219423
13.744468    1.1231191
13.775147    1.1241662
13.805827    1.1250838
13.836507    1.1258719
13.867186    1.1265307
13.897866    1.1270603
13.928546    1.1274509
13.959225    1.1277125
13.989905    1.1278452
14.020584    1.1278392
14.051264    1.1277145
14.081944    1.1274512
14.112623    1.1270595
14.143303    1.1265393
14.173982    1.1258909
14.204662    1.1251142
14.235342    1.1241994
14.266021    1.1231665
14.296701    1.1220055
14.327381    1.1207166
14.35806     1.1193098
14.38874     1.1177752
14.419419    1.1161227
14.450099    1.1143624
14.480779    1.1124744
14.511458    1.1104787
14.542138    1.1083752
14.572817    1.1061641
14.603497    1.1038553
14.634177    1.1014387
14.664856    1.0989245
14.695536    1.0963326
14.726216    1.093643
14.756895    1.0908756
14.787575    1.0880304
14.818254    1.0851075
14.848934    1.0821267
14.879614    1.079068
14.910293    1.0759614
14.940973    1.0728068
14.971652    1.0696042
15.002332    1.0663536
15.033012    1.0630648
15.063691    1.0597578
15.094371    1.0564125
15.125051    1.053049
15.15573     1.049667
15.18641     1.0462667
15.217089    1.0428678
15.247769    1.0394504
15.278449    1.0360444
15.309128    1.0326297
15.339808    1.0292263
15.370487    1.0258241
15.401167    1.022433
15.431847    1.0190631
15.462526    1.0156942
15.493206    1.0123464
15.523886    1.0090195
15.554565    1.0057135
15.585245    1.0024184
15.615924    0.99915412
15.646604    0.99591559
15.677284    0.9927008
15.707963    0.98951369
15.738643    0.98635721
15.769322    0.98323131
15.800002    0.98013895
15.830682    0.97708109
15.861361    0.97406167
15.892041    0.97108265
15.922721    0.96814598
15.9534      0.96525263
15.98408     0.96240756
16.014759    0.95961172
16.045439    0.95686907
16.076119    0.95418059
16.106798    0.95154923
16.137478    0.94897796
16.168158    0.94646875
16.198837    0.94402358
16.229517    0.94164541
16.260196    0.93933522
16.290876    0.93709499
16.321556    0.93492768
16.352235    0.93283328
16.382915    0.93081376
16.413594    0.92887011
16.444274    0.9270033
16.474954    0.92521433
16.505633    0.92350417
16.536313    0.92187381
16.566993    0.92032223
16.597672    0.91885142
16.628352    0.91746238
16.659031    0.91615309
16.689711    0.91492454
16.720391    0.91377773
16.75107     0.91271264
16.78175     0.91172828
16.812429    0.91082662
16.843109    0.91000567
16.873789    0.90926542
16.904468    0.90860687
16.935148    0.90803
16.965828    0.90753381
16.996507    0.9071173
17.027187    0.90678145
17.057866    0.90652527
17.088546    0.90634874
17.119226    0.90625186
17.149905    0.90623262
17.180585    0.90629101
17.211264    0.90642703
17.241944    0.90663868
17.272624    0.90692793
17.303303    0.90729179
17.333983    0.90773025
17.364663    0.90824229
17.395342    0.90882892
17.426022    0.90948712
17.456701    0.91021689
17.487381    0.91101821
17.518061    0.91188908
17.54874     0.91283148
17.57942     0.91384242
17.610099    0.91492189
17.640779    0.91606986
17.671459    0.91728434
17.702138    0.91856532
17.732818    0.91991279
17.763498    0.92132575
17.794177    0.92280117
17.824857    0.92434106
17.855536    0.92594341
17.886216    0.9276072
17.916896    0.92933144
17.947575    0.9311151
17.978255    0.93295719
18.008934    0.93485569
18.039614    0.93680958
18.070294    0.93881887
18.100973    0.94088053
18.131653    0.94299156
18.162333    0.94515395
18.193012    0.94736369
18.223692    0.94961875
18.254371    0.95191914
18.285051    0.95425984
18.315731    0.95664184
18.34641     0.95906113
18.37709     0.96151569
18.407769    0.96400353
18.438449    0.96652161
18.469129    0.96906995
18.499808    0.97164252
18.530488    0.97423931
18.561168    0.97685732
18.591847    0.97949354
18.622527    0.98214495
18.653206    0.98480855
18.683886    0.98748333
18.714566    0.99016528
18.745245    0.99285239
18.775925    0.99554067
18.806604    0.9982301
18.837284    1.0009187
18.867964    1.0035904
18.898643    1.0062713
18.929323    1.0089314
18.960003    1.0115806
18.990682    1.0142089
19.021362    1.0168264
19.052041    1.0194231
19.082721    1.021999
19.113401    1.0245441
19.14408     1.0270684
19.17476     1.0295719
19.205439    1.0320347
19.236119    1.0344667
19.266799    1.0368679
19.297478    1.0392285
19.328158    1.0415484
19.358838    1.0438376
19.389517    1.0460761
19.420197    1.048264
19.450876    1.0504114
19.481556    1.0524981
19.512236    1.0545443
19.542915    1.0565299
19.573595    1.0584551
19.604274    1.0603197
19.634954    1.062124
19.665634    1.0638578
19.696313    1.0655313
19.726993    1.0671344
19.757673    1.0686572
19.788352    1.0701098
19.819032    1.0714921
19.849711    1.0727842
19.880391    1.0740062
19.911071    1.0751481
19.94175     1.0761998
19.97243     1.0771716
20.003109    1.0780534
20.033789    1.0788552
20.064469    1.0795671
20.095148    1.0801991
20.125828    1.0807313
20.156508    1.0811837
20.187187    1.0815464
20.217867    1.0818193
20.248546    1.0820126
20.279226    1.0821063
20.309906    1.0821203
20.340585    1.0820448
20.371265    1.0818898
20.401944    1.0816453
20.432624    1.0813213
20.463304    1.0809078
20.493983    1.080415
20.524663    1.0798428
20.555343    1.0791912
20.586022    1.0784703
20.616702    1.0776701
20.647381    1.0767906
20.678061    1.0758418
20.708741    1.0748238
20.73942     1.0737365
20.7701      1.07258
20.800779    1.0713642
20.831459    1.0700893
20.862139    1.0687451
20.892818    1.0673417
20.923498    1.0658892
20.954178    1.0643774
20.984857    1.0628165
21.015537    1.0612064
21.046216    1.059547
21.076896    1.0578385
21.107576    1.0560808
21.138255    1.054284
21.168935    1.0524479
21.199614    1.0505726
21.230294    1.0486481
21.260974    1.0466943
21.291653    1.0447113
21.322333    1.0426891
21.353013    1.0406376
21.383692    1.0385569
21.414372    1.0364468
21.445051    1.0343075
21.475731    1.0321489
21.506411    1.0299709
21.53709     1.0277736
21.56777     1.0255569
21.598449    1.0233209
21.629129    1.0210755
21.659809    1.0188307
21.690488    1.0165664
21.721168    1.0143028
21.751848    1.0120397
21.782527    1.0097771
21.813207    1.007515
21.843886    1.0052534
21.874566    1.0030023
21.905246    1.0007717
21.935925    0.99854351
21.966605    0.99633475
21.997284    0.99414239
22.027964    0.99196942
22.058644    0.98981681
22.089323    0.98768855
22.120003    0.98558461
22.150683    0.98350698
22.181362    0.98145663
22.212042    0.97943655
22.242721    0.97744572
22.273401    0.97548812
22.304081    0.97356373
22.33476     0.97167254
22.36544     0.96981852
22.39612     0.96799967
22.426799    0.96621996
22.457479    0.96447839
22.488158    0.96277694
22.518838    0.9611176
22.549518    0.95950035
22.580197    0.95792619
22.610877    0.9563961
22.641556    0.95491408
22.672236    0.9534771
22.702916    0.95208917
22.733595    0.95075027
22.764275    0.94946139
22.794955    0.94822352
22.825634    0.94703865
22.856314    0.94590677
22.886993    0.94482788
22.917673    0.94380496
22.948353    0.94283601
22.979032    0.94192301
23.009712    0.94106696
23.040391    0.94026685
23.071071    0.93952367
23.101751    0.93883741
23.13243     0.93820807
23.16311     0.93763564
23.19379     0.93712111
23.224469    0.93666248
23.255149    0.93626173
23.285828    0.93591787
23.316508    0.93562989
23.347188    0.93539978
23.377867    0.93522554
23.408547    0.93510716
23.439226    0.93504663
23.469906    0.93503995
23.500586    0.93509112
23.531265    0.93519912
23.561945    0.93536196
23.592625    0.93558063
23.623304    0.93585612
23.653984    0.93618742
23.684663    0.93657454
23.715343    0.93701747
23.746023    0.93751519
23.776702    0.93806871
23.807382    0.93867703
23.838061    0.93933912
23.868741    0.940055
23.899421    0.94082465
23.9301      0.94164607
23.96078     0.94251925
23.99146     0.94344219
24.022139    0.94441588
24.052819    0.94543631
24.083498    0.94650349
24.114178    0.9476164
24.144858    0.94877303
24.175537    0.94997239
24.206217    0.95121247
24.236896    0.95249326
24.267576    0.95381075
24.298256    0.95516494
24.328935    0.95655483
24.359615    0.9579784
24.390295    0.95943366
24.420974    0.9609206
24.451654    0.9624372
24.482333    0.96398147
24.513013    0.9655534
24.543693    0.96715199
24.574372    0.96877422
24.605052    0.97042209
24.635731    0.9720916
24.666411    0.97378274
24.697091    0.97549551
24.72777     0.9772279
24.75845     0.97897791
24.78913     0.98074653
24.819809    0.98253075
24.850489    0.98432959
24.881168    0.98614302
24.911848    0.98796806
24.942528    0.98980369
24.973207    0.99164891
25.003887    0.99350173
25.034566    0.99536114
25.065246    0.99722515
25.095926    0.99909174
25.126605    1.0009639
25.157285    1.0028307
25.187965    1.0046871
25.218644    1.006553
25.249324    1.0084086
25.280003    1.0102538
25.310683    1.0120885
25.341363    1.0139029
25.372042    1.0157169
25.402722    1.0175104
25.433401    1.0192836
25.464081    1.0210364
25.494761    1.0227689
25.52544     1.024481
25.55612     1.0261627
25.5868      1.027814
25.617479    1.029445
25.648159    1.0310357
25.678838    1.032596
25.709518    1.034126
25.740198    1.0356157
25.770877    1.0370651
25.801557    1.0384742
25.832236    1.039843
25.862916    1.0411715
25.893596    1.0424598
25.924275    1.0436978
25.954955    1.0448856
25.985635    1.0460331
26.016314    1.0471205
26.046994    1.0481676
26.077673    1.0491646
26.108353    1.0501014
26.139033    1.0509881
26.169712    1.0518246
26.200392    1.052611
26.231071    1.0533373
26.261751    1.0540035
26.292431    1.0546197
26.32311     1.0551858
26.35379     1.0556819
26.38447     1.0561279
26.415149    1.056524
26.445829    1.0568501
26.476508    1.0571262
26.507188    1.0573424
26.537868    1.0575086
26.568547    1.0576049
26.599227    1.0576513
26.629906    1.0576379
26.660586    1.0575645
26.691266    1.0574313
26.721945    1.0572483
26.752625    1.0569955
26.783305    1.0567028
26.813984    1.0563404
26.844664    1.0559281
26.875343    1.0554561
26.906023    1.0549344
26.936703    1.0543629
26.967382    1.0537317
26.998062    1.0530507
27.028741    1.0523201
27.059421    1.0515398
27.090101    1.0507097
27.12078     1.04983
27.15146     1.0489106
27.18214     1.0479416
27.212819    1.0469329
27.243499    1.0458745
27.274178    1.0447865
27.304858    1.0436489
27.335538    1.0424816
27.366217    1.0412747
27.396897    1.0400282
27.427576    1.0387521
27.458256    1.0374363
27.488936    1.0361009
27.519615    1.0347359
27.550295    1.0333313
27.580975    1.031917
27.611654    1.0304632
27.642334    1.0289997
27.673013    1.0275065
27.703693    1.0259938
27.734373    1.0244714
27.765052    1.0229294
27.795732    1.0213678
27.826411    1.0197965
27.857091    1.0182155
27.887771    1.016625
27.91845     1.0150347
27.94913     1.0134248
27.97981     1.0118253
28.010489    1.0102061
28.041169    1.0085971
28.071848    1.0069886
28.102528    1.0053703
28.133208    1.0037623
28.163887    1.0021647
28.194567    1.0005673
28.225246    0.99897123
28.255926    0.99738744
28.286606    0.99581391
28.317285    0.99424966
28.347965    0.99269767
28.378645    0.99115992
28.409324    0.98963543
28.440004    0.98812717
28.470683    0.98663615
28.501363    0.98516234
28.532043    0.98370876
28.562722    0.98227638
28.593402    0.98086621
28.624082    0.97947823
28.654761    0.97811543
28.685441    0.97677882
28.71612     0.97546938
28.7468      0.97418711
28.77748     0.97293499
28.808159    0.97171403
28.838839    0.97052321
28.869518    0.96936553
28.900198    0.96824198
28.930878    0.96715256
28.961557    0.96609826
28.992237    0.96508007
29.022917    0.964099
29.053596    0.96315602
29.084276    0.96225214
29.114955    0.96138635
29.145635    0.96056064
29.176315    0.95977501
29.206994    0.95903146
29.237674    0.95832798
29.268353    0.95766655
29.299033    0.95704819
29.329713    0.95647188
29.360392    0.95593861
29.391072    0.95544839
29.421752    0.9550022
29.452431    0.95459904
29.483111    0.9542389
29.51379     0.95392279
29.54447     0.95365069
29.57515     0.9534226
29.605829    0.95323752
29.636509    0.95309443
29.667188    0.95299534
29.697868    0.95293924
29.728548    0.95292412
29.759227    0.95295098
29.789907    0.95301981
29.820587    0.95312862
29.851266    0.95327738
29.881946    0.95346611
29.912625    0.9536948
29.943305    0.95396043
29.973985    0.95426501
30.004664    0.95460754
30.035344    0.954986
30.066023    0.95540039
30.096703    0.95585171
30.127383    0.95633696
30.158062    0.95685812
30.188742    0.9574132
30.219422    0.95800219
30.250101    0.95862508
30.280781    0.95928188
30.31146     0.95997057
30.34214     0.96069315
30.37282     0.96144662
30.403499    0.96223297
30.434179    0.9630502
30.464858    0.96389829
30.495538    0.96477826
30.526218    0.96568708
30.556897    0.96662677
30.587577    0.9675953
30.618257    0.96859168
30.648936    0.9696169
30.679616    0.97066896
30.710295    0.97174686
30.740975    0.97285158
30.771655    0.97398012
30.802334    0.97513248
30.833014    0.97630665
30.863693    0.97750364
30.894373    0.97872042
30.925053    0.97995601
30.955732    0.98121039
30.986412    0.98248056
31.017092    0.98376651
31.047771    0.98506724
31.078451    0.98637975
31.10913     0.98770403
31.13981     0.98903807
31.17049     0.99038088
31.201169    0.99173045
31.231849    0.99308577
31.262528    0.99444684
31.293208    0.99581065
31.323888    0.99717622
31.354567    0.99854252
31.385247    0.99990856
31.415927    1.0012693
